Product code,Product label,Germany's imports from United States of America-Value in 2012,Germany's imports from United States of America-Value in 2013,Germany's imports from United States of America-Value in 2014,Germany's imports from United States of America-Value in 2015,Germany's imports from United States of America-Value in 2016,Germany's imports from United States of America-Value in 2017,Germany's imports from United States of America-Value in 2018,Germany's imports from United States of America-Value in 2019,Germany's imports from United States of America-Value in 2020,Germany's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Germany's imports from world- ,Germany's imports from world-Value in 2012,Germany's imports from world-Value in 2013,Germany's imports from world-Value in 2014,Germany's imports from world-Value in 2015,Germany's imports from world-Value in 2016,Germany's imports from world-Value in 2017,Germany's imports from world-Value in 2018,Germany's imports from world-Value in 2019,Germany's imports from world-Value in 2020,Germany's imports from world-Value in 2021
261510,Zirconium ores and concentrates,0,0,0,0,0,0,0,0,0,0,,38499,45273,22167,17399,14890,50430,95162,58188,35596,28360,,0,0,0,0,0,0,0,0,0,0
262021,"Leaded gasoline sludges and leaded anti-knock compound sludges, obtained from storage tanks ...",254,0,0,0,0,0,0,0,0,0,,251,60,59,346,21,25,28,36,502,267,,1310,922,66,81,8,0,0,0,0,0
270300,"Peat, incl. peat litter, whether or not agglomerated",0,0,0,0,0,0,0,0,0,0,,11621,13810,17677,17003,21590,21112,23179,25526,28406,25820,,81804,83938,96045,87416,83072,86176,102819,93425,97900,115143
230630,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ...",0,0,0,0,0,0,0,0,0,0,,675,4645,1356,1134,2121,734,996,2530,3353,4991,,83959,89595,101068,78648,72036,96714,102839,115959,121424,133603
252510,Crude mica and mica rifted into sheets or splittings,1,0,0,3,1,0,0,5,0,0,,860,510,650,333,453,371,365,206,139,220,,5214,4863,4558,5251,3285,3357,3254,4583,2384,4659
271390,Residues of petroleum oil or of oil obtained from bituminous minerals (excluding petroleum ...,25,0,0,0,0,0,0,0,0,0,,31146,31026,56205,36199,28164,30111,44263,29371,31014,43987,,22256,14333,15686,7258,4423,7711,7172,7229,2412,3079
271119,"Gaseous hydrocarbons, liquefied, n.e.s. (excluding natural gas, propane, butane, ethylene, ...",0,0,0,0,0,0,0,0,0,0,,270096,365426,153338,43100,88673,163451,176137,165089,161031,222898,,331310,352562,263882,111120,102495,176173,157610,101236,62772,158180
271121,Natural gas in gaseous state,0,0,0,0,0,0,0,0,0,0,,4438262,5868712,7315406,4401866,3652343,4700962,4729297,6000307,5470524,12828102,,40407163,40953014,35900053,31314518,22610679,23060442,30975605,30331345,22767975,45693494
120590,"High erucic rape or colza seeds """"yielding a fixed oil which has an erucic acid content of ...""",0,0,1,0,1,1,0,0,0,0,,5859,10395,5275,4228,3685,6866,17316,11427,2293,950,,53150,120349,132871,135979,70909,81525,95170,51310,94709,48319
120721,Cotton seeds for sowing,0,0,0,0,0,0,0,0,0,0,,16611,14830,10021,13704,10495,14289,21450,13374,15351,4809,,0,4,0,0,0,1,7,0,0,0
100850,"Quinoa """"Chenopodium quinoa""""""""",2,6,5,0,7,2,3,0,0,0,,13276,19332,31786,24851,20075,16307,15358,13996,13829,12122,,992,2921,21150,22891,15938,16073,15578,20174,21949,18305
90932,"Cumin seeds, crushed or ground",0,0,0,0,0,0,0,0,0,0,,1687,1599,1793,2121,1668,1768,2428,2504,2679,2029,,583,924,1186,1170,1485,1320,1601,1906,2612,3226
60314,"Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes",0,0,0,0,0,0,0,0,0,0,,1948,1550,1604,2019,1200,1279,1223,837,859,1343,,46002,53220,59191,50088,66017,52420,58238,55178,60048,71644
80121,"Fresh or dried brazil nuts, in shell",0,0,0,2,2,0,0,0,0,0,,622,562,446,406,1618,1887,568,836,408,1108,,281,199,105,120,206,49,362,129,164,30
81070,Fresh persimmons,0,0,4,1,3,0,1,0,0,0,,8409,8953,9153,8411,7245,6544,7752,8405,8774,9263,,26701,50356,56735,48571,47732,59112,65554,66884,74541,69784
20680,"Fresh or chilled edible offal of sheep, goats, horses, asses, mules and hinnies",0,0,0,0,0,0,0,0,0,0,,7945,8869,8445,6056,4279,3707,8580,10786,9053,10604,,647,963,882,861,1206,1663,1974,2218,2986,1729
20725,"Frozen turkeys of the species domesticus, not cut into pieces",68,113,69,0,0,0,0,0,0,0,,52092,56219,59098,48464,50316,45493,45248,45639,46891,49880,,7108,9672,7656,5858,5904,4771,6529,4895,5223,4614
20727,Frozen cuts and edible offal of turkeys of the species domesticus,0,0,567,423,110,0,0,0,0,0,,272671,271361,257463,156345,178404,184035,172563,213600,171995,199168,,142968,147380,140509,132382,92685,80798,93327,83740,79533,49872
20744,Fresh or chilled cuts and edible offal of domestic ducks (excluding fatty livers),0,0,0,0,0,0,0,0,0,0,,87,36,70,267,475,90,12,19,38,59,,29816,36650,35635,28534,28828,32187,34491,31509,33579,29622
21011,"Hams, shoulders and cuts thereof of swine, salted, in brine, dried or smoked, with bone in",0,0,0,0,0,0,0,0,0,0,,38980,37939,36879,43741,42954,46180,59404,58370,59585,59298,,12089,9564,8580,10706,11242,12839,14078,14530,18607,20067
30214,"Fresh or chilled Atlantic salmon """"Salmo salar"""" and Danube salmon """"Hucho hucho""""""""",39,0,0,2,1,9,3,0,0,0,,52999,66192,56545,32531,86255,50518,72386,76903,67800,94637,,216299,323614,434172,347803,463044,520314,475301,446610,361517,396856
30223,"Fresh or chilled sole """"Solea spp.""""""""",0,0,0,0,0,0,3,0,0,0,,594,954,197,138,419,94,148,211,185,539,,8917,10286,10195,8779,10035,9788,12020,13629,11216,10807
30244,"Fresh or chilled mackerel """"Scomber scombrus, Scomber australasicus, Scomber japonicus""""""""",0,0,0,0,0,0,0,0,0,0,,2436,2275,1876,1683,1540,1357,893,2136,3007,3005,,1909,1894,2092,2488,2935,3211,3049,2630,2544,2361
30246,"Fresh or chilled cobia """"Rachycentron canadum""""""""",0,0,0,0,68,4,0,0,0,0,,97,194,551,456,478,537,204,75,3,3,,10,122,495,341,208,55,28,18,14,52
30271,"Fresh or chilled tilapia """"Oreochromis spp.""""""""",0,0,0,0,0,0,0,0,0,0,,4562,1305,5145,2104,1233,1145,1068,2209,6309,6964,,502,381,535,96,89,87,101,62,83,67
30283,"Fresh or chilled toothfish """"Dissostichus spp.""""""""",0,0,0,0,0,0,0,0,0,0,,62,0,145,0,549,252,327,311,265,175,,63,139,123,15,24,19,19,9,14,4
30290,Fresh or chilled fish livers and roes,6,96,513,19,0,0,0,0,0,0,,9601,10193,9040,7678,6984,0,0,0,0,0,,680,635,886,1409,932,0,0,0,0,0
20321,Frozen carcases and half-carcases of swine,0,0,0,0,0,0,0,0,0,0,,48136,8113,4831,13511,13676,3826,1582,450477,405042,55569,,3523,1237,482,390,389,510,504,628,492,802
20421,Fresh or chilled sheep carcases and half-carcases (excluding lambs),0,0,0,0,0,0,0,0,0,0,,0,4,0,76,26,153,778,379,6,26,,765,1429,1901,1816,1290,1992,1786,1470,3508,2762
20423,Fresh or chilled boneless cuts of sheep,0,0,21,0,0,0,0,0,0,0,,772,1355,1225,581,322,324,229,334,487,473,,48764,44380,48525,46306,54701,67295,72703,51593,49099,48724
20621,Frozen edible bovine tongues,0,0,0,0,0,0,0,0,0,0,,83095,113563,117056,83047,102268,90971,75700,74274,98370,169509,,2805,2171,2309,1826,1201,1711,1722,1657,1406,1603
10641,Live bees,0,0,0,0,0,0,0,0,0,0,,5352,6252,7043,7173,6789,6767,7157,7220,7801,8875,,140,42,128,125,153,130,64,44,1389,999
10231,Pure-bred buffalo for breeding,0,0,0,0,0,0,0,0,0,0,,529,294,7,42,103,212,19,40,68,289,,0,0,2,1,39,0,1,0,1,0
10514,"Live domestic geese, weighing <= 185 g",0,0,0,0,0,0,0,0,0,0,,42,22,6,4,24,61,25,0,9,15,,31,91,25,3,30,16,2,16,10,95
10594,"Live fowls of the species Gallus domesticus, weighing > 185",0,0,0,0,0,0,0,0,1,0,,1748,2522,1384,1151,1031,1492,637,705,1837,675,,67389,82717,67590,68009,84288,113338,102556,98112,85532,101315
40110,"Milk and cream of a fat content by weight of <= 1%, not concentrated nor containing added sugar ...",0,0,0,0,0,0,0,3,6,0,,3386,5171,4313,7618,8388,7653,13426,11154,8928,10246,,29380,44111,45305,37529,28935,40352,32039,36537,38124,43581
30539,"Fish fillets, dried, salted or in brine, but not smoked (excluding tilapia, catfish, carp, ...",0,0,0,0,0,5,6,8,0,0,,351,311,87,105,279,107,282,122,173,53,,91848,119105,121703,68516,45131,14650,9767,12880,15581,10678
30544,"Smoked tilapia """"Oreochromis spp."""", catfish """"Pangasius spp., Silurus spp., Clarias spp., ...""",0,0,0,0,0,0,0,0,0,0,,25,110,360,89,6,35,19,11,3,0,,1653,1665,1829,1246,835,1195,818,708,565,547
30561,"Herring (Clupea harengus, Clupea pallasii), only salted or in brine (excluding fillets and ...",0,0,0,0,0,0,0,0,0,0,,139,52,38,17,241,5,13,11,3,77,,11663,11766,6481,4825,5586,7450,6196,5930,7698,8032
30563,"Anchovies """"Engraulis spp."""", salted or in brine only (excluding fillets and offal)""""",0,0,0,0,0,0,0,0,0,0,,261,457,1358,108,99,189,1364,1272,783,95,,247,183,179,116,157,109,140,103,105,51
30629,"Crustaceans, even smoked, fit for human consumption, whether in shell or not, live, fresh, ...",13,5,4,4,7,0,0,0,0,0,,1140,899,1212,1708,1827,0,0,0,0,0,,5859,4065,3439,1737,1629,0,0,0,0,0
30345,"Frozen Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",0,0,0,0,0,0,0,0,0,0,,1619,766,693,468,401,89,114,105,44,124,,99,78,76,56,24,17,60,185,200,75
30349,"Frozen tunas of the genus """"Thunnus"""" (excluding Thunnus alalunga, Thunnus albacares, Thunnus ...""",0,0,0,0,0,0,0,0,0,0,,5325,1745,2294,1615,2415,2670,2222,1922,1244,1039,,108,84,72,447,156,78,47,33,53,59
30364,"Frozen haddock """"Melanogrammus aeglefinus""""""""",0,0,0,0,0,0,0,0,0,0,,712,337,356,170,129,219,299,129,175,98,,1096,1187,507,430,607,133,552,128,20,11
30399,"Frozen fish fins, heads, tails, maws and other edible fish offal (excl. livers, roes, milt ...",0,0,0,0,0,453,0,0,0,0,,0,0,0,0,0,347,885,2459,2742,2060,,0,0,0,0,0,4573,7708,3602,447,337
30432,"Fresh or chilled fillets of catfish """"Pangasius spp., Silurus spp., Clarias spp., Ictalurus ...""",0,11,72,72,123,0,0,0,0,0,,2575,2240,2316,2289,2042,1898,1034,735,345,456,,7740,7667,8829,7087,6226,7461,7265,5505,5237,4241
30459,"Fresh or chilled fish meat, whether or not minced (excluding all fillets, tilapias, catfish, ...",0,0,0,0,0,0,0,0,0,0,,5455,2774,3203,2184,1193,1271,1252,770,1325,1504,,22606,15362,9828,10892,10072,10094,7390,4008,3284,2003
293060,"2-(N,N-Diethylamino)ethanethiol",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,279,166,102,261,85,,0,0,0,0,0,0,0,1,0,0
293133,Diethyl ethylphosphonate,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,12,0,3,,0,0,0,0,0,634,776,1296,1241,1259
293294,Safrole,0,6,0,0,0,0,0,0,0,0,,0,0,0,0,37,132,93,0,5,24,,7,6,6,1,0,0,1,0,0,0
293961,"Ergometrine """"INN"""" and its salts""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,3,61,16,0,6,8,51,,28,29,32,79,26,34,36,49,74,39
300341,"Medicaments containing ephedrine or its salts, not containing hormones, steroids used as hormones ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2576,335,213,22,8,,0,0,0,0,0,0,0,0,4191,12
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",2,6,14,16,20,10,18,2,2,0,,104775,43427,38202,45624,85729,90828,89900,77664,75331,58384,,131912,147655,146647,108726,110081,131405,146762,150959,194721,161891
292244,"Tilidine """"INN"""" and its salts""""",0,1,0,0,0,0,0,0,0,0,,6,20,0,4,22,0,20,0,5,13,,1,2,2,2,42,1,3,0,2,0
291910,"Tris""""2,3-dibromopropyl"""" phosphate""""",12,2,3,2,1,1,1,0,0,0,,950,617,1331,2362,1228,1931,2711,2296,2111,2828,,84,136,10,6,2,1,2,0,48,257
284800,"Phosphides, whether or not chemically defined (excluding ferrophosphorus)",1194,3093,3231,3577,2187,0,0,0,0,0,,36636,37818,45383,36049,28224,0,0,0,0,0,,6827,7901,9663,10348,11553,0,0,0,0,0
290376,"Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0,0,0,0,0,3,0,0,0,0,,1622,879,208,393,679,171,487,515,1967,2136,,0,0,0,0,0,11,195,432,278,1052
290383,"Mirex """"ISO""""""""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,96,55,141,20,16,,0,0,0,0,0,12,274,1254,0,0
282090,Manganese oxides (excluding manganese dioxide),663,220,92,0,0,0,0,0,0,0,,14776,16819,17969,13357,10627,12039,12167,10198,10801,11969,,5486,6234,5508,4172,3491,3861,3554,3372,2446,3826
290394,Hexabromobiphenyls,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,77,0,29,7,0,,0,0,0,0,0,0,0,0,2,0
381230,Anti-oxidising preparations and other compound stabilisers for rubber or plastics,25870,22371,25579,24106,27864,0,0,0,0,0,,325019,322439,336870,326445,330386,0,0,0,0,0,,297378,310230,342490,291531,284865,0,0,0,0,0
370510,"Photographic plates and film, exposed and developed, for offset reproduction (excluding products ...",44,52,63,167,76,0,0,0,0,0,,3577,2798,1397,1809,1277,0,0,0,0,0,,1141,1149,971,843,585,0,0,0,0,0
370242,"Photographic film """"incl. instant print film"""", sensitised, in rolls, unexposed, without perforations, ...""",0,0,0,0,0,0,0,0,0,0,,72860,339030,336136,344754,281019,288351,310870,279011,305137,335882,,251,805,875,559,220,60,327,197,276,135
410120,"Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, ...""",103,987,3172,2387,1220,774,283,371,101,0,,604530,581508,451201,334253,90500,136263,120396,68816,46652,28281,,7591,13717,18191,10469,9098,10232,8059,6182,3307,2282
410330,"Raw hides and skins of swine, fresh, or salted, dried, limed, pickled or otherwise preserved, ...",0,0,0,0,0,0,0,0,0,0,,50164,57491,54768,39341,32777,48664,39895,20297,20031,26261,,2,0,0,0,0,0,0,24,17,0
410691,"Hides and skins of antelopes, deer, elks, elephants and other animals, incl. sea animals, ...""",0,0,0,0,0,0,0,0,0,0,,530,33,103,118,205,97,328,220,65,91,,86,0,0,0,0,0,2,0,0,0
401212,"Retreaded pneumatic tyres, of rubber, of a kind used on buses or lorries",0,0,0,18,3,4,1,0,0,0,,4924,4808,5819,4548,2559,3748,1863,3610,2223,1446,,49925,45168,30837,24218,35136,32309,31763,19629,20026,27580
440111,"Fuel wood, in logs, billets, twigs, faggots or similar forms, coniferous",0,0,0,0,0,12,0,2,0,0,,0,0,0,0,0,0,376,709,783,581,,0,0,0,0,0,12883,13866,11061,10065,12320
440326,"Coniferous wood in the rough, of which the smallest cross-sectional dimension is <15 cm, whether ...",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5957,11767,6428,7428,,0,0,0,0,0,1099,429,136,255,359
440392,"Beech """"Fagus spp."""" in the rough, whether or not stripped of bark or sapwood, or roughly ...""",0,0,0,0,0,0,0,0,0,0,,1706,1353,1834,1559,1151,1145,803,0,0,0,,7864,9199,10156,11612,8210,0,0,0,0,0
440394,"Beech """"Fagus spp."""" in the rough, of which no cross-sectional dimension is =>15 cm, whether ...""",0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,98,373,461,,0,0,0,0,0,49,323,182,47,9
440500,"Wood wool; wood flour wood powder able to pass through a fine"""", 0,63 mm mesh, sieve with ...""",12,0,4,0,1,0,1,0,0,0,,8276,7217,7737,8581,8668,6577,7175,6514,7050,8618,,1203,1854,2560,2382,2589,2941,3564,3843,5166,6763
440690,"Railway or tramway sleepers """"cross-ties"""" of wood, impregnated""""",0,0,0,0,0,0,0,0,0,0,,94473,91999,118673,135854,118574,126147,108641,0,0,0,,6632,5168,6315,6351,5945,0,0,0,0,0
440710,"Coniferous wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded ...",4091,4972,5701,3216,2959,0,0,0,0,0,,1005168,1200915,1174766,1020916,1018103,1128159,886603,0,0,0,,1053253,1139385,1179453,992997,1066538,0,0,0,0,0
440722,"Virola, imbuia and balsa, sawn or chipped lengthwise, sliced or peeled, of a thickness of > ...",0,0,0,0,0,0,0,0,2,0,,2660,2996,5212,6309,11203,9971,7692,16193,25527,14263,,5520,5796,6623,7755,3559,1724,1644,2116,3370,1761
392093,"Plates, sheets, film, foil and strip, of non-cellular amino-resins, not reinforced, laminated, ...",0,0,0,0,0,0,1,0,36,0,,3858,4428,4653,5474,9397,6878,6825,6079,4245,4739,,2656,2313,1031,881,737,567,468,255,344,107
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",0,0,0,1,1,0,1,0,8,0,,734,796,2705,1183,933,285,223,166,295,248,,28,1,14,1,3,0,5,3,21,77
841012,"Hydraulic turbines and water wheels, of a power > 1.000 kW but <= 10.000 kW (excluding hydraulic ...",0,0,0,0,0,0,0,0,1,0,,9068,1187,2399,9482,6698,1235,1577,243,6420,1648,,652,232,7298,547,1098,2191,3256,1491,3517,131
841122,Turbopropellers of a power > 1.100 kW,10961,61638,27101,10304,11753,6474,616,693,101,0,,205300,129008,128133,88965,132552,108895,64254,79116,79932,78477,,124301,199009,102815,79071,80474,83963,88915,103994,56367,71292
842481,"Agricultural or horticultural mechanical appliances, whether or not hand-operated, for projecting, ...",2832,2669,3447,3001,4655,0,0,0,0,0,,1022174,1001883,868527,722913,660023,0,0,0,0,0,,88351,96814,105839,80390,86291,0,0,0,0,0
843230,"Seeders, planters and transplanters for use in agriculture, horticulture and forestry",2586,21758,22760,400,919,0,0,0,0,0,,302784,325487,239729,156160,147612,0,0,0,0,0,,52602,86837,88314,39942,37150,0,0,0,0,0
843240,"Manure spreaders and fertiliser distributors for use in agriculture, horticulture and forestry",706,4400,1314,973,778,0,0,0,0,0,,153011,56227,49685,42355,34062,0,0,0,0,0,,18120,20675,17541,13784,14260,0,0,0,0,0
843353,Root or tuber harvesting machines,15,91,0,0,17,0,0,0,0,0,,18046,19656,15576,12539,8583,11221,15814,23587,24748,22803,,7964,12994,19046,11853,10743,12598,16817,12894,19275,20512
844712,"Circular knitting machines, with cylinder diameter > 165 mm",53,109,69,9,0,0,31,61,3,0,,6755,13280,14201,8653,7602,10830,13398,14659,11474,13105,,1473,1791,1701,799,2608,2294,5112,1173,1055,1181
844120,"Machines for making bags, sacks or envelopes out of paper pulp, paper or paperboard (excluding ...",508,877,817,46,734,1082,2294,898,145,0,,15663,8648,6200,5658,10121,9544,10318,14784,13966,11467,,8909,11450,10287,4298,6037,7289,7712,3823,14069,19497
843360,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce (excluding ...",685,20,478,447,146,1030,645,1463,1039,0,,55710,44989,45345,44738,62390,58630,47941,65492,61650,51092,,12939,13060,15069,13478,21294,20322,21056,19044,18215,23752
845521,Hot or combination hot and cold metal-rolling mills (excluding tubes mills),145,0,0,0,0,4,605,0,0,0,,38964,56961,36488,28028,4629,7159,15097,71335,14409,7358,,663,3,18,30,899,2660,2288,250,735,55
845931,"Boring-milling machines for metals, numerically controlled (excluding way-type unit head machines)",157,652,131,28,618,69,444,98,149,0,,17761,21651,18599,23174,9290,8445,10965,7586,4454,6622,,100081,114276,72173,78246,53784,78299,76663,82702,51654,46452
846021,"Grinding machines, for working metal, in which the positioning in any one axis can be set up ...",2161,510,5270,2265,4856,0,0,0,0,0,,80905,101916,85224,85722,75912,0,0,0,0,0,,302572,293521,270592,247795,245804,0,0,0,0,0
740312,"Copper, refined, in the form of wire-bars",1,0,21,0,0,3,0,0,0,0,,10596,7119,8370,5160,650,749,280,377,549,6970,,345,2000,3462,4743,235,6099,62,23,243,284
731442,"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...",53,150,149,66,96,61,139,21,12,0,,9602,9577,10543,11087,11737,11619,11247,8619,8796,9327,,6924,8784,11407,8432,8313,5994,7764,8110,8809,11978
811259,"Articles of thallium, n.e.s.",1,0,0,0,2,0,18,9,0,0,,317,318,150,109,51,96,318,325,52,25,,5,6,3,1,5,1,18,30,5,0
810730,Cadmium waste and scrap (excluding ashes and residues containing cadmium),0,0,0,0,0,0,0,0,0,0,,0,50,0,3,53,28,4,14,34,0,,7,0,0,1,0,0,0,0,0,0
811020,Antimony waste and scrap (excluding ash and residues containing antimony),0,0,0,0,0,0,0,0,0,0,,1524,2672,2297,2934,1279,185,38,64,45,676,,4,80,0,0,0,0,0,143,109,50
780200,"Lead waste and scrap (excluding ashes and residues from lead production heading No 2620"""", ...""",53,70,74,4,5,2,0,0,0,0,,30627,44941,51361,57472,56805,82477,81083,61652,70006,68695,,40013,52123,44533,21936,24508,42225,33274,27150,19808,33540
721632,"I sections of iron or non-alloy steel, not further worked than hot-rolled, hot-drawn or hot-extruded, ...",0,0,0,0,0,0,0,0,0,0,,312239,148175,87387,52190,36708,16344,20729,18341,21620,28817,,146698,121096,130056,115726,107856,127404,156247,127537,95389,206051
721310,"Bars and rods, hot-rolled, in irregularly wound coils of iron or non-alloy steel, with indentations, ...",0,0,24,4,4,0,0,0,0,0,,26834,14070,18901,14993,15854,18676,28711,33848,32540,33609,,74151,54439,71474,68389,54728,139231,121517,87399,83017,168961
721114,"Flat-rolled products of iron or non-alloy steel, of a width < 600 mm, not further worked than ...""",1,6,1,2,0,0,0,0,9,0,,93330,85946,130621,74485,67089,79378,78891,50864,48462,69170,,61786,69708,70217,76782,66213,94272,100138,82274,61928,76279
722920,"Wire of silico-manganese steel, in coils (excluding bars and rods)",248,295,94,16,50,2,1,8,14,0,,30489,24338,31759,29245,23308,21376,16510,12980,12954,6905,,28935,25802,25630,18160,18553,19909,33623,33581,29192,56926
730230,"Switch blades, crossing frogs, point rods and other crossing pieces, for railway or tramway ...",3,31,2,461,20,1,1,0,0,0,,42125,49914,55168,40988,39695,33660,34521,39149,30933,31075,,29717,27445,21279,22882,23281,27809,28527,22438,30633,24987
730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",0,0,0,0,0,0,0,84,33,0,,9058,7886,7205,11435,5769,6072,21146,2938,2541,5359,,0,0,0,0,0,0,1,1202,2300,3458
722820,"Bars and rods of silico-manganese steel (excluding semi-finished products, flat-rolled products ...",0,0,0,0,0,0,0,0,0,0,,9367,7448,5340,3748,3430,3806,4336,7498,4767,3541,,8056,6965,8277,4992,4452,5006,4484,5454,3857,10518
720690,"Iron and non-alloy steel, in puddled bars or other primary forms (excluding ingots, remelted ...",0,154,44,50,39,1178,7,115,3,0,,119995,86099,46574,24141,17793,23711,13640,10475,14251,12917,,51795,31228,31518,22271,12422,17677,14568,11171,8550,15564
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",243,158,114,122,93,89,0,0,0,0,,96327,27701,4484,7313,3694,38808,2796,3214,10917,21818,,534514,308379,647875,513883,406958,701861,605790,245560,4880,452253
720839,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",37,35,0,0,0,0,0,120,30,0,,199166,237075,205453,117549,87606,135308,82114,50747,93487,107154,,171788,174497,130638,88078,79919,120246,118926,90318,68023,189725
720221,"Ferro-silicon, containing by weight > 55% of silicon",19,0,4,0,130,197,2944,0,344,0,,37379,23228,20467,17453,12783,22105,24079,15813,8592,14988,,362791,308532,343787,288169,224722,252816,367427,278632,208227,347231
720230,Ferro-silico-manganese,0,0,0,0,0,0,60,0,0,0,,14008,13807,21461,12762,16958,30608,23287,15851,21516,30836,,246366,264271,265555,225594,165676,307841,296983,239998,200363,320512
720250,Ferro-silico-chromium,0,0,0,0,0,0,0,0,0,0,,1200,650,283,607,534,624,500,1310,326,316,,14043,37845,49875,6483,9184,24328,40174,23401,3321,36081
720292,Ferro-vanadium,0,21,0,0,5,0,0,0,0,0,,16797,18198,19735,13006,14096,17695,55805,31306,10497,17527,,89023,102653,106386,85316,65144,128243,299635,190796,67100,111449
681189,"Articles of cellulose fibre-cement or the like, not containing asbestos (excluding corrugated ...",6,0,0,0,6,1,91,1,1,0,,3047,2055,3389,2911,7584,3253,2739,6166,1304,4068,,3843,4141,5813,8951,10070,12898,16622,19447,24203,29619
580430,"Handmade lace in the piece, in strips or in motifs (excluding fabrics of heading 6002 to 6006)",0,0,0,0,0,0,0,0,0,0,,791,447,357,404,128,95,107,500,51,431,,71,33,102,63,48,47,68,36,15,262
580121,"Uncut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",2,0,2,0,0,0,0,0,0,0,,3650,316,127,55,96,143,166,290,25,22,,1209,1928,1445,605,527,106,211,372,86,52
580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",3,2,1,4,2,1,1,1,2,0,,731,2909,7140,7777,2399,349,371,242,159,132,,1596,1611,1708,1436,1116,1307,993,1104,1382,1674
600129,"Looped pile fabrics, knitted or crocheted (excluding of cotton or man-made fibres)",2,0,0,36,0,0,0,0,0,0,,7765,3254,1960,957,822,670,921,1209,949,1274,,706,608,700,644,608,402,422,164,314,1347
600534,"Printed warp knit fabrics of synthetic fibres """"incl. those made on galloon knitting machines"""", ...""",6,11,0,0,0,0,0,0,0,0,,3647,3150,2843,3817,2534,0,0,0,0,0,,7795,9278,6931,4793,3977,0,0,0,0,0
600544,"Printed warp knit fabrics of artificial fibres """"incl. those made on galloon knitting machines"""", ...""",0,0,0,0,0,0,0,0,0,0,,178,64,53,37,40,81,114,112,273,585,,1555,1236,1293,611,748,1178,677,1117,1061,561
551221,"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, unbleached or ...",0,0,0,0,0,0,0,0,0,0,,5374,3476,3481,2734,1801,2468,2923,3398,3253,2150,,641,438,484,452,255,538,581,398,335,472
550941,"Single yarn containing >= 85% synthetic staple fibres by weight (excluding sewing thread, yarn ...",0,47,72,84,0,0,0,0,0,0,,4443,3646,1417,2481,4235,4254,4087,4247,2472,2232,,1539,3074,2228,2465,2033,1786,2307,2139,1894,1364
550992,"Yarn containing predominantly, but < 85% synthetic staple fibres by weight, mixed principally ...",0,0,0,0,0,0,0,0,0,0,,41083,17086,32764,45561,59847,72370,103432,118725,68032,124061,,68,205,211,130,321,160,261,141,268,543
551624,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...",9,2,3,4,0,0,1,0,0,0,,235,57,98,42,278,588,662,89,93,49,,1065,1245,1160,935,1500,1171,1200,1328,1025,1646
551313,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",0,0,0,0,0,0,3,3,0,0,,219,322,720,853,340,395,886,1909,1220,432,,3149,4062,4775,2962,2575,3295,4734,3722,2564,1063
551323,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",1,1,1,0,2,0,0,0,0,0,,2851,3145,3834,3280,3933,3970,2778,6051,2451,1645,,1601,1330,1549,1705,1765,1325,1296,867,1182,702
