Product code,Product label,Australia's imports from United States of America-Value in 2012,Australia's imports from United States of America-Value in 2013,Australia's imports from United States of America-Value in 2014,Australia's imports from United States of America-Value in 2015,Australia's imports from United States of America-Value in 2016,Australia's imports from United States of America-Value in 2017,Australia's imports from United States of America-Value in 2018,Australia's imports from United States of America-Value in 2019,Australia's imports from United States of America-Value in 2020,Australia's imports from United States of America-Value in 2021,United States of America's exports to world- ,United States of America's exports to world-Value in 2012,United States of America's exports to world-Value in 2013,United States of America's exports to world-Value in 2014,United States of America's exports to world-Value in 2015,United States of America's exports to world-Value in 2016,United States of America's exports to world-Value in 2017,United States of America's exports to world-Value in 2018,United States of America's exports to world-Value in 2019,United States of America's exports to world-Value in 2020,United States of America's exports to world-Value in 2021,Australia's imports from world- ,Australia's imports from world-Value in 2012,Australia's imports from world-Value in 2013,Australia's imports from world-Value in 2014,Australia's imports from world-Value in 2015,Australia's imports from world-Value in 2016,Australia's imports from world-Value in 2017,Australia's imports from world-Value in 2018,Australia's imports from world-Value in 2019,Australia's imports from world-Value in 2020,Australia's imports from world-Value in 2021
840219,"Vapour generating boilers, incl. hybrid boilers (excluding central heating hot water boilers ...",36,1566,115,106,299,238,126,906,1410,240,,71741,97778,92511,47170,52638,51881,38886,41977,25594,27296,,2896,4938,3947,5835,3048,2647,2832,4303,3642,3110
30488,"Frozen fillets of dogfish, other sharks, rays and skates """"Rajidae""""""""",0,0,0,0,0,0,0,0,107,239,,0,0,0,0,0,1507,2162,2073,578,400,,0,0,0,0,0,1294,1358,3207,5632,7596
621139,"Men's or boys' tracksuits and other garments, n.e.s. of textile materials (excluding of cotton ...",84,162,133,114,111,146,65,503,1576,238,,14271,9449,12499,10364,7990,11042,10180,9509,7938,11239,,1477,2126,1727,2144,1934,1865,2387,2652,6616,2368
611300,"Garments, knitted or crocheted, rubberised or impregnated, coated or covered with plastics ...",44,20,79,135,129,71,65,130,2196,238,,38492,40973,35486,24809,17896,14347,13832,12773,12837,14381,,10358,11312,14933,16863,17467,13472,14068,15439,20078,28379
852871,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers ...",1703,470,3292,2230,551,227,82,214,182,237,,1730914,1337328,1286050,1754032,1929338,2204895,1892267,1664292,481472,182130,,146349,133782,170368,166593,100940,164213,146355,128579,26900,12288
680710,"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch, in rolls",168,371,531,899,746,555,542,300,302,237,,73430,72376,70403,78320,72595,66669,72098,70887,66141,83335,,5169,4452,5538,5882,5231,5397,5774,5761,8508,10867
480451,"Unbleached kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or ...",591,178,318,480,354,334,301,171,471,236,,208893,253603,244724,258798,131078,102469,95058,69422,64832,77609,,975,368,609,787,788,668,885,720,1010,1138
640199,"Waterproof footwear covering neither the ankle nor the knee, with outer soles and uppers of ...",44,41,46,7,13,37,7,35,361,236,,7905,11524,9334,6878,5696,3351,4129,5056,5487,3837,,973,1347,1049,673,1313,884,1191,843,1101,2313
610620,"Women's or girls' blouses, shirts and shirt-blouses of man-made fibres, knitted or crocheted ...",182,144,145,93,123,151,495,307,146,236,,44900,41660,38518,36768,45706,48298,44855,39609,34913,60283,,44971,44713,54208,53510,41988,42383,41981,40292,30882,38385
252390,"Cement, whether or not coloured (excluding portland cement and aluminous cement)",423,1750,1275,1384,1287,999,698,600,299,234,,47126,44718,48417,43720,40729,40494,40638,48293,46084,55061,,696,2355,1681,1632,1816,2190,1171,1710,2351,2554
291639,"Aromatic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their ...",200,204,100,96,93,103,94,120,138,234,,81974,76148,75832,59919,61033,51528,47473,65275,62960,65744,,1060,673,895,981,946,900,788,561,436,668
820510,"Hand-operated drilling, threading or tapping hand tools",120,120,81,95,69,55,72,103,80,234,,25528,24527,25397,24652,21549,20846,22048,20545,15984,21545,,599,525,605,528,561,558,554,663,476,998
60420,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses ...",1,0,0,0,0,1,30,522,341,232,,48607,51474,61459,60853,73440,96969,95305,89719,62488,84829,,1253,1329,1781,1433,1637,2802,2511,2252,1637,2016
670420,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human hair, and articles ...",343,256,468,537,340,262,177,211,224,232,,23835,27117,31534,34464,30830,42276,50652,43678,28488,27550,,8723,7108,9476,11146,10745,12735,13064,12796,11586,10611
730650,"Tubes, pipes and hollow profiles, welded, of circular cross-section, of alloy steel other than ...",850,0,102,593,435,610,1092,1318,317,232,,145339,142091,147915,164509,142321,130673,148744,110844,87697,110408,,15494,18260,20466,18440,12991,14378,12026,11862,10503,12059
30479,"Frozen fillets of fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, ...",0,0,150,279,375,86,7,0,0,231,,3519,2994,3075,3611,4994,4300,5270,5641,2288,2444,,4702,1780,1716,1538,1646,3191,4716,17332,17604,16689
320619,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,413,374,376,443,1208,720,437,313,172,230,,116073,213241,138943,110882,96178,116908,103859,90437,86508,92782,,6181,5111,5473,6985,10641,12206,16941,12124,12714,17008
850660,Air-zinc cells and batteries (excluding spent),483,466,475,601,377,262,203,166,72,230,,21468,21823,20134,20440,21708,19952,18280,18744,19288,19097,,5483,5181,5450,5250,5895,6702,6993,6697,6700,6585
200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut pur?es and nut pastes, ...",15,2888,2623,491,606,506,327,239,164,230,,5124,12044,10040,9798,7738,10814,7808,7398,6720,5925,,1987,4780,6277,2801,3309,3194,2741,1658,1646,1594
760310,"Powders of aluminium, of non-lamellar structure (excluding pellets of aluminium)",2,24,2,33,15,49,62,221,242,229,,13814,16156,15151,16361,12848,13684,18700,24776,19525,24086,,1791,731,3245,828,644,558,538,521,685,548
30389,"Frozen fish, n.e.s.",0,915,223,952,707,1040,291,373,149,229,,480267,344001,366815,347298,360422,395772,424155,358721,339159,329956,,13542,14595,14848,15357,15636,16766,15512,15924,17084,18298
110610,"Flour, meal and powder of peas, beans, lentils and the other dried leguminous vegetables of ...",3444,4753,3691,3860,1306,134,130,108,117,229,,9294,10292,9510,15874,18955,21494,10822,5644,7514,14271,,4272,5693,4402,4674,1926,1121,1411,2128,4759,6193
910119,"Wrist-watches of precious metal or of metal clad with precious metal, whether or not incorporating ...",47,154,100,47,39,200,67,572,68,229,,15796,63039,25731,15734,6155,4220,3823,6034,5075,4606,,3045,4403,4310,9566,9246,9213,6384,7834,1570,1466
560490,"Textile yarn, strip and the like of heading 5404 and 5405, impregnated, coated, covered or ...",55,76,39,18,83,141,198,149,147,229,,37611,12341,14761,13488,13817,14308,15314,16047,14207,16830,,260,154,168,142,275,323,509,847,803,810
840681,"Steam and other vapour turbines, of an output > 40 MW (excluding those for marine propulsion)",0,5,0,0,44,15066,72,0,8,228,,108888,66326,186622,170896,86652,835,1486,1745,2748,13273,,10418,18273,7068,0,6049,16155,2443,22587,11623,38341
700800,Multiple-walled insulating units of glass,366,196,148,197,215,197,80,296,742,228,,142876,144751,169587,198645,202539,187862,206015,209031,177189,188760,,6838,21769,18901,13305,15362,11938,18207,16703,17919,14985
540769,Woven fabrics of yarn containing >= 85% by weight of mixtures of textured and non-textured ...,330,273,294,297,347,272,385,255,176,227,,12873,12750,13363,15877,15245,12304,10748,9098,9013,10101,,4795,6173,5662,5266,6220,6670,9248,6113,5040,5972
392091,"Plates, sheets, film, foil and strip, of non-cellular poly""""vinyl butyral"""", not reinforced, ...""",993,635,599,724,1072,700,394,353,153,227,,170404,138878,215140,178414,186580,145077,143710,128152,80934,88647,,13249,12341,10931,11968,11981,11120,11003,9688,8367,9559
842381,Weighing machinery having a maximum weighing capacity <= 30 kg (excluding balances of a sensitivity ...,242,224,198,252,657,235,227,623,339,227,,31609,33483,27857,28031,26907,32316,34986,23672,21672,25982,,9391,14018,14005,9145,10364,10547,12159,19840,15832,15310
846031,"Sharpening """"tool or cutter grinding"""" machines, numerically controlled""""",11,8,208,3,85,1,1,486,4,227,,9479,13451,10957,10303,8524,12305,14975,11541,8578,10150,,2842,3546,4332,872,1271,1291,1013,2120,1223,1027
820110,"Spades and shovels, with working parts of base metal",144,289,142,148,161,175,174,260,177,226,,6220,8739,9006,6738,5331,7945,7103,6535,4232,4843,,4285,6299,6255,5310,4124,5228,4708,4687,4682,6729
90520,"Vanilla, crushed or ground",3,14,13,17,29,93,70,121,162,226,,433,1934,1730,2279,1848,4216,5721,5536,6959,3696,,98,241,382,293,373,500,435,621,519,714
250850,"Andalusite, kyanite and sillimanite",161,185,176,174,144,180,224,176,194,226,,11700,13123,13578,13907,13020,14839,14923,14390,13797,17709,,584,859,743,503,418,749,679,1084,753,773
290410,"Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",358,192,592,193,295,305,275,259,180,226,,28453,32765,31060,30343,32172,48759,52695,60792,57217,57566,,3661,3429,3097,2550,2246,3067,2559,2643,3032,5059
150710,"Crude soya-bean oil, whether or not degummed",0,718,0,0,39,121,155,348,0,226,,957904,675469,633628,604441,655212,655903,680694,575295,806494,730192,,8128,7033,5740,6539,4649,4931,2878,2882,2492,5149
741122,"Tubes and pipes of copper-nickel base alloys """"cupro-nickel"""" or copper-nickel-zinc base alloys ...""",324,155,140,203,247,273,195,115,260,226,,13934,41428,27323,20204,37573,23064,34583,47644,56640,20573,,4541,2178,1621,2436,1669,1387,8454,2476,1798,1811
850640,Silver oxide cells and batteries (excluding spent),266,347,427,292,258,286,234,253,439,224,,13333,14674,14927,15074,19262,16869,17945,16787,13850,10428,,1100,1129,1253,1176,1264,1207,1279,1148,1045,1085
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",1724,1044,665,1408,871,641,2421,415,179,224,,1276331,2022016,744980,824384,413810,281413,209260,213070,252633,307692,,146329,157087,112938,72471,33251,21330,29020,23690,20883,33706
293890,"Glycosides, natural or reproduced by synthesis, and their salts, ethers, esters and other ...""",519,903,265,241,192,373,481,277,533,224,,36615,63056,41717,45437,39550,48911,54122,43793,45683,69942,,4938,5095,4305,5344,4437,5339,5866,6447,8168,7158
844230,"Machinery, apparatus and equipment for preparing or making printing blocks, plates, cylinders ...",1105,334,380,155,257,225,64,103,154,224,,73864,69038,53231,58869,50688,42977,41483,26148,17202,14352,,5355,9232,5125,3910,2641,5519,7243,2881,1843,1821
390461,"Polytetrafluoroethylene, in primary forms",696,320,830,645,621,450,369,360,543,224,,150892,136367,133359,129977,118623,135418,140309,147097,110884,120213,,4219,2007,2164,2033,1990,2233,3213,2236,2113,2967
551219,"Woven fabrics containing >= 85% polyester staple fibres by weight, dyed, made of yarn of different ...",307,336,297,267,299,441,294,231,404,223,,22531,24532,22354,30805,28296,24257,25777,35448,35544,42886,,14904,13614,13863,11883,9234,7921,7255,7420,7129,7018
120922,"Clover """"Trifolium spp"""" seed, for sowing""""",335,105,265,194,685,385,223,175,65,223,,10769,7498,8349,9039,12341,13752,13247,10001,10341,13694,,1152,677,713,695,1813,1058,836,826,703,843
551599,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres, other than those ...",77,5,6,9,33,77,37,113,102,223,,3395,3168,4018,3636,32900,9644,6187,8503,6548,8296,,1264,550,496,536,482,652,569,310,354,492
871494,"Brakes, incl. coaster braking hubs and hub brakes, and parts thereof, for cycles (excluding ...",97,94,84,49,68,70,66,28,106,223,,12559,8146,6574,6389,5726,7475,8889,8385,6783,9946,,3477,3009,3604,2890,2632,3212,3752,4392,5068,7162
560819,"Knotted netting of twine, cordage, ropes or cables, by the piece or metre; made-up nets, of ...",439,337,508,523,892,754,593,533,350,222,,7783,9683,8943,8376,8576,11620,9998,11438,8631,11143,,15269,17356,26059,28537,22194,30266,27449,25534,22089,26350
961800,"Tailors' dummies and other lay figures, automata and other animated displays used for shop ...",374,899,243,336,584,216,188,146,349,222,,32533,32250,31942,37695,34197,19056,15712,12258,9911,11521,,8719,10102,12641,9101,10855,8390,9365,8315,5138,10149
151419,"Low erucic acid rape or colza oil """"fixed oil which has an erucic acid content of < 2%"""" and ...""",0,0,440,523,175,432,598,2658,640,222,,77113,61435,59743,56582,50036,62868,50775,56317,75687,90925,,16517,19861,31580,22636,18716,18451,14690,14053,10632,11731
390939,"Amino-resins, in primary forms (excl. urea, thiourea and melamine resins and MDI)",0,0,0,0,0,795,614,640,588,222,,0,0,0,0,0,59620,55507,55354,32078,20767,,0,0,0,0,0,1613,1423,1008,982,813
841932,"Dryers for wood, paper pulp, paper or paperboard",21,45,5,288,20,280,686,0,1,221,,14692,13891,17447,13761,8644,11055,11566,6138,6657,8323,,4180,708,806,7712,472,2601,3116,1239,1342,3075
910400,"Instrument panel clocks and clocks of a similar type for vehicles, aircraft, vessels and other ...",241,199,866,242,229,273,232,324,172,221,,33200,20784,20034,24433,11901,6944,7719,8049,5029,5995,,2656,2649,3268,2423,2613,2253,1075,1013,814,949
420340,"Clothing accessories of leather or composition leather (excluding gloves, mittens and mitts, ...",24,31,22,14,20,28,34,124,145,219,,11496,15289,12897,8757,8950,10896,11362,7436,9443,7351,,689,933,716,672,774,766,833,858,815,1141
270210,"Lignite, whether or not pulverised, non-agglomerated (excluding jet)",14,8,17,48,48,180,80,94,101,219,,10302,10474,11081,11188,7350,7604,10050,9707,10478,9585,,15,52,24,49,48,202,206,104,203,245
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",5393,4122,2294,1140,340,1534,1809,532,712,218,,231948,210170,159402,164955,178432,133362,172038,117604,171943,112041,,24131,34540,17146,16429,14726,28057,24853,22840,29303,32098
380859,Goods of heading 3808 containing one or more of the following substances: alachlor (ISO); aldicarb ...,0,0,0,0,0,168,133,158,123,217,,0,0,0,0,0,31846,26200,20163,16181,35814,,0,0,0,0,0,2597,2526,1770,2643,3113
570292,"Carpets and other floor coverings, of man-made textile materials, woven, not tufted or flocked, ...",1120,475,273,575,557,570,548,463,44,217,,1895,2240,3037,3190,4881,4886,6524,7583,7722,6094,,5407,4033,4939,5220,5454,6677,7350,6926,4864,9054
401590,"Articles of apparel and clothing accessories, for all purposes, of vulcanised rubber (excluding ...",617,913,699,1016,880,406,228,253,252,217,,67331,67501,51568,52329,44490,28674,25207,27340,22760,34773,,6127,7405,10015,6745,5563,5584,5821,3916,2942,5967
620193,"Men's or boys' anoraks, windcheaters, wind jackets and similar articles, of man-made fibres ...",214,136,191,259,137,279,196,173,88,216,,48604,56689,60001,62215,65103,70129,75403,83685,77374,81199,,29953,28387,40817,40399,57120,70500,81055,86304,85750,103267
890590,"Light-vessels, fire-floats, floating cranes and other vessels, the navigability of which is ...",735,138,840,355,192,282,238,146,31,214,,39119,42742,31592,47914,32754,56567,280860,44404,78442,27238,,21589,76003,11843,45975,4360,1764,3963,887,1026,822
732010,"Leaf-springs and leaves therefor, of iron or steel (excluding clock and watch springs and shock ...",1137,1088,333,253,301,415,225,253,273,214,,41125,43406,48911,53837,49441,49812,63229,60572,48524,63592,,31342,26647,29494,23177,24825,27424,34173,31736,32185,47739
480439,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",4734,8481,7233,2887,1600,576,490,44,379,212,,90572,88186,95190,74147,66015,68432,67819,63172,60614,61908,,27102,34664,30517,23139,22995,21945,25105,15123,18867,16462
291570,"Palmitic acid, stearic acid, their salts and esters",244,188,139,192,160,116,221,138,128,212,,56665,62032,61142,61125,59571,62516,65708,63175,61287,66614,,4536,4063,4007,3295,3182,3989,5560,4470,3958,5347
284170,Molybdates,811,404,515,318,230,169,302,252,522,211,,22325,31240,22772,22418,24955,22302,18867,19984,14915,38651,,2134,1481,2123,1622,1312,1758,2049,1925,2478,3514
190211,"Uncooked pasta, not stuffed or otherwise prepared, containing eggs",203,217,138,173,174,122,78,96,282,211,,14286,13702,13898,15063,11995,11844,10710,12027,12085,11181,,2590,2878,2838,2537,2284,2067,2242,3258,4962,4738
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined (excluding ...",139,100,30,88,53,101,48,277,468,210,,284146,257780,256078,243888,247638,275182,303974,264716,248345,283830,,780,228,396,715,900,836,762,1117,1180,1389
610342,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of cotton, knitted or ...",126,103,154,156,92,48,76,61,59,210,,11832,12712,16734,22165,22657,22296,21890,23622,23493,34440,,28323,33385,37118,39538,43639,49088,56552,64096,69921,104640
610510,"Men's or boys' shirts of cotton, knitted or crocheted (excluding nightshirts, T-shirts, singlets ...",357,430,226,249,231,173,185,144,136,209,,64948,65025,59883,74946,61394,47199,48604,54003,40158,34124,,66534,75082,77721,68238,62696,68214,72072,71915,62805,79155
291440,Ketone-alcohols and ketone-aldehydes,8,90,9,45,28,20,25,60,159,209,,7227,5815,5019,5255,4985,8912,9982,7034,7868,9476,,3797,4174,3809,4067,4216,4622,5664,5528,5279,6212
410799,"Leather """"incl. parchment-dressed leather"""" of the portions, strips or sheets of  hides and ...""",223,250,338,335,290,293,221,216,243,209,,19053,18856,17804,17465,17814,12374,10637,10775,7247,10013,,7694,9122,10311,13888,7572,6706,4501,5302,2796,4709
580640,"Narrow fabrics consisting of warp without weft assembled by means of an adhesive """"bolducs"""", ...""",433,435,308,364,195,252,121,157,155,209,,11550,12122,12854,12603,8718,10072,9668,10803,10811,11049,,595,679,448,441,235,293,314,203,239,357
380852,"DDT """"ISO"""" """"clofenotane """"INN"""""""", in packings of a net weight content <= 300 g""""",0,0,0,0,0,38,54,180,215,209,,0,0,0,0,0,2041,2707,1460,877,3207,,0,0,0,0,0,799,184,1009,246,302
320190,Tanning extracts of vegetable origin (excluding quebracho extract and wattle extract); tannins ...,17,121,116,254,262,301,390,575,334,207,,2749,4098,6282,6910,2233,1656,2449,2011,1779,2565,,1246,1471,1728,1476,1430,2143,1501,1527,1313,1811
845522,Cold-rolling mills for metal (excluding tube mills),1343,307,264,99,32,114,82,483,72,207,,44256,26045,16696,37102,12371,12584,20298,14939,11337,15165,,8298,4339,3522,5511,5593,5711,3815,5663,2597,10198
722100,"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils",17,0,31,50,6,35,13,36,0,207,,32525,29643,36331,21502,48252,47685,32631,15300,11949,13569,,2784,2658,2668,1934,880,1374,1959,1916,2050,3119
810110,Tungsten powders,218,169,22,69,71,58,53,46,34,207,,51181,41272,35008,24193,19095,22989,18711,16416,13842,27757,,1950,807,1363,1577,1183,1052,614,511,693,846
482050,"Albums for samples or collections, of paper or paperboard",353,181,110,110,156,152,72,80,56,207,,12552,10774,9990,7579,6569,6247,6071,4985,5845,6137,,9148,8360,10058,7707,8861,4296,4278,7441,4269,2474
610822,"Women's or girls' briefs and panties of man-made fibres, knitted or crocheted",351,659,2206,2268,1771,1434,2002,1062,215,207,,38830,63062,81770,89842,97030,106683,99411,95071,44641,56560,,43709,51632,54413,57230,51358,59589,62527,60802,57056,76201
650691,"Bathing caps, hoods and other headgear, whether or not lined or trimmed, of rubber or plastics ...",83,70,1337,326,48,472,557,338,329,206,,8682,5486,4672,8583,6711,4006,5261,7646,10528,7211,,4098,4724,6181,3941,4004,4132,5061,3355,3880,4198
283210,Sodium sulphites,20,4,0,0,101,78,80,117,236,206,,11132,11047,15204,16380,17326,11839,11017,9662,7885,10680,,6603,8698,10374,9090,7813,7208,11237,12820,11268,11014
741021,"Refined copper foil, backed, of a thickness """"excluding any backing"""" of <= 0,15 mm (excluding ...""",247,139,159,55,197,128,202,259,157,206,,98883,107711,132202,118249,117675,117985,108372,94493,90333,99805,,496,403,327,123,315,329,397,395,406,648
847981,"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...",2628,260,155,109,69,284,235,104,227,205,,103111,90338,84431,116543,73932,99699,104638,85186,68795,76817,,13525,5782,3499,2499,10027,5863,5835,3660,6342,2752
847529,Machines for manufacturing or hot working glass or glassware (excl. machines for making optical ...,47,0,8,77,34,103,100,33,109,204,,79073,33965,31906,51210,45008,55004,55400,22981,41905,21374,,775,112,4816,194,11303,427,5716,4979,718,4688
293139,"Separate chemically defined organo-phosphorous derivatives, n.e.s.",0,0,0,0,0,0,3,45,25,203,,0,0,0,0,0,277823,615962,697760,645789,622484,,0,0,0,0,0,3407,8005,21757,31023,42931
580810,Braids in the piece,116,46,55,30,71,94,111,156,187,203,,4572,4432,6288,5907,5216,5217,5620,5843,4958,17237,,630,506,472,374,475,451,472,612,911,922
390740,"Polycarbonates, in primary forms",1145,30,0,1,69,179,234,505,242,203,,1361455,1261947,1383685,1225145,1071930,1127334,1256303,1139173,996059,1121871,,34414,2561,4943,26431,21850,22482,19247,14057,13838,21349
401034,"Endless transmission belts of trapezoidal cross-section """"V-belts"""", of vulcanised rubber, ...""",664,639,644,652,498,753,621,508,403,202,,7770,7178,7620,8230,7860,8068,7900,7252,7729,8581,,1132,1251,1215,1154,1023,1333,1193,1194,1190,1484
846810,"Hand-held blow pipes, gas-operated, for soldering, brazing or welding",59,12,10,104,93,61,88,80,158,201,,15434,18291,18370,19197,14407,11316,13231,13114,10443,13705,,1633,2017,2300,2352,2272,2626,2612,2149,2188,2722
701810,"Glass beads, imitation pearls, imitation precious or semi-precious stones and similar glass ...",302,427,481,611,573,240,117,111,204,201,,32895,28993,29944,24676,21587,22364,27707,30532,16712,18519,,4443,4350,4997,4207,4672,3655,4152,4090,3714,4500
401036,"Endless synchronous belts, of vulcanised rubber, of an outside circumference > 150 cm but <= ...",129,265,336,351,441,384,262,291,145,200,,2173,3212,3379,4109,2240,2566,3164,3010,2207,3193,,920,807,1135,1036,815,705,606,497,515,573
330520,Preparations for permanent waving or straightening,824,494,441,517,314,703,220,167,368,200,,41537,52480,45959,32779,23340,27977,27098,23962,17425,16567,,1599,1237,845,1335,768,1896,2580,1526,1984,2441
120750,"Mustard seeds, whether or not broken",127,283,250,255,343,343,312,162,216,200,,1379,2261,2673,1674,4340,7894,11184,11150,7264,10723,,1247,1530,1539,1530,1471,1333,1210,1175,1276,1544
170191,"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",103,110,89,117,82,135,254,1028,587,199,,32300,32170,31165,38461,31865,31936,33810,33161,20267,20905,,18835,13139,6911,2561,1841,3946,700,1503,1087,610
910591,"Clocks, electrically operated (excluding wrist-watches, pocket-watches and other watches of ...",158,218,193,411,298,111,96,358,230,199,,5684,5313,5159,4438,5563,4566,4030,3907,2537,3284,,2711,2680,2776,2744,3476,3009,3056,2764,2280,4348
720521,"Powders, of alloy steel (excluding powders of ferro-alloys and radioactive iron powders "" ...""",357,229,209,116,171,87,114,139,169,199,,44530,54994,69333,66972,57622,63172,83322,81425,66834,81084,,3241,2762,1195,1980,1621,2662,1517,740,815,2051
380590,Crude dipentene; sulphite turpentine and other crude para-cymene; terpenic oils produced by ...,0,0,1,1,2,0,379,90,372,199,,25140,26172,29941,26722,19730,19423,20022,28097,25379,25444,,378,563,314,469,313,324,1161,645,1023,678
350290,"Albumins, albuminates and other albumin derivatives (excluding egg albumin and milk albumin ...",351,593,536,179,105,118,280,377,305,197,,23431,34718,28552,28442,32467,29706,26818,32909,37585,40751,,426,632,655,245,258,264,378,433,336,243
291611,Acrylic acid and its salts,245,268,309,283,189,222,344,438,235,196,,64746,89825,89276,55602,35426,39012,42678,31930,28791,45054,,8305,7218,8354,5461,4263,6292,7879,7281,4740,8516
846630,"Dividing heads and other special attachments for machine tools, n.e.s.",119,238,161,272,202,1672,188,1312,419,196,,48025,61399,62205,68340,68474,62669,67820,52590,37335,53987,,906,1086,930,932,1391,3117,1990,2679,2081,2087
271099,Waste oils containing mainly petroleum or bituminous minerals (excluding those containing polychlorinated ...,354,1368,358,459,529,295,335,318,319,196,,66759,53610,59505,34602,26169,29514,32506,36116,22018,32108,,16720,15867,11355,2449,2521,2185,3328,3157,3020,1676
842541,Built-in jacking systems of a type used in garages,217,282,414,1216,1063,862,874,330,306,195,,16758,17803,19625,25314,22873,20421,22876,18779,15962,14821,,10222,12530,11789,12493,10871,13243,14352,10131,11971,15449
381800,"Chemical elements and compounds doped for use in electronics, in the form of discs, wafers, ...",14552,9572,466,440,445,870,792,410,373,195,,735749,684650,693971,744250,760053,994902,1271714,1274299,1278901,1439288,,23420,15435,5409,5217,5852,4369,7145,6933,3388,2939
284161,Potassium permanganate,216,177,372,225,189,234,172,89,167,195,,8199,8271,10721,9892,9061,9358,10034,8819,8542,9900,,277,401,426,336,383,491,414,313,415,480
722990,"Wire of alloy steel other than stainless, in coils (excluding bars and rods and wire of silico-manganese ...",1324,664,142,238,262,295,272,532,504,195,,61060,61053,69001,63109,58426,69965,68598,54844,39105,60743,,16917,12280,10280,8060,6541,5634,7790,9471,11115,15607
391722,"Rigid tubes, pipes and hoses of polymers of propylene",104,31,49,61,35,97,11,110,216,194,,45929,37455,37495,39029,22838,25737,28459,26598,30869,45980,,3716,2876,3075,3349,3317,3493,4453,3985,6003,3721
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,1730,1959,1342,1569,1890,3430,3200,2986,3925,193,,419282,417017,414041,363167,361020,367886,359684,336490,345471,388431,,43514,31710,34990,38479,35065,36318,31539,31453,33732,40879
360610,Liquid or liquefied-gas fuels in containers of a kind used for filling or refilling cigarette ...,217,138,218,150,59,223,81,165,142,191,,20727,20594,20334,21696,15710,15877,17997,17249,18138,16850,,701,690,768,837,933,812,919,987,1124,1205
370252,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",89,22,10,7,14,31,71,97,182,191,,8845,6028,3302,1978,1812,1782,1848,2526,1907,2464,,91,22,10,8,14,31,71,97,184,191
621230,"Corselettes of all types of textile materials, whether or not elasticated, incl. knitted or ...",37,118,62,104,90,53,14,65,62,190,,2382,2569,2311,3704,2442,2285,1787,1688,1649,1652,,716,1126,1573,1834,645,751,539,400,731,2310
401390,"Inner tubes, of rubber (excluding those of a kind used on motor cars, incl. station wagons ...",731,138,204,127,109,156,286,194,115,190,,16045,10017,8869,10035,7209,9991,8205,9693,9522,12814,,6649,6069,6491,6392,5734,5217,6009,4968,5100,4764
160432,Caviar substitutes prepared from fish eggs,0,0,0,1,0,10,18,11,9,190,,11359,12832,21328,17658,17392,21745,30093,22246,14996,11543,,590,564,767,713,915,908,1124,1706,1607,2326
731814,"Self-tapping screws, of iron or steel (excl. wood screws)",137,703,358,371,229,224,326,367,159,189,,72918,77606,88478,90695,120551,119072,116348,127236,111780,130771,,28456,32102,31899,38081,33540,43018,48617,46465,46349,65333
370310,"Photographic paper, paperboard and textiles, sensitised, unexposed, in rolls > 610 mm wide",83,79,224,28,30,81,152,115,34,189,,126271,112906,98004,79285,46789,93905,88319,67603,35376,34620,,1041,936,758,604,368,561,381,374,196,525
420329,"Gloves, mittens and mitts, of leather or composition leather (excluding special sports gloves)",431,387,717,169,100,559,509,1118,204,189,,22925,23673,25970,27960,22758,22821,25552,25537,22067,24494,,37732,38257,40080,35428,29174,29716,28630,24726,24419,26324
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,232,211,292,282,187,,0,0,0,0,0,17021,17995,18825,18293,21336,,0,0,0,0,0,21410,25930,26731,27215,51654
730449,"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of stainless steel, ...""",2660,915,828,809,1119,239,262,244,286,187,,122474,123977,119206,86750,63282,67809,58480,48560,31122,35020,,23148,13804,12537,7653,7910,4437,7611,4962,4495,4883
900659,Cameras for roll film of a width other than 35 mm or for film in the flat (excl. instant print ...,779,973,803,2099,843,648,537,313,507,187,,78277,68645,34087,27939,17205,14498,15493,16921,10633,16238,,5859,7765,3263,3648,2657,1701,2006,1578,1292,1165
