Product code,Product label,"United States of America's imports from Korea, Republic of-Value in 2012","United States of America's imports from Korea, Republic of-Value in 2013","United States of America's imports from Korea, Republic of-Value in 2014","United States of America's imports from Korea, Republic of-Value in 2015","United States of America's imports from Korea, Republic of-Value in 2016","United States of America's imports from Korea, Republic of-Value in 2017","United States of America's imports from Korea, Republic of-Value in 2018","United States of America's imports from Korea, Republic of-Value in 2019","United States of America's imports from Korea, Republic of-Value in 2020","United States of America's imports from Korea, Republic of-Value in 2021","Korea, Republic of's exports to world- ","Korea, Republic of's exports to world-Value in 2012","Korea, Republic of's exports to world-Value in 2013","Korea, Republic of's exports to world-Value in 2014","Korea, Republic of's exports to world-Value in 2015","Korea, Republic of's exports to world-Value in 2016","Korea, Republic of's exports to world-Value in 2017","Korea, Republic of's exports to world-Value in 2018","Korea, Republic of's exports to world-Value in 2019","Korea, Republic of's exports to world-Value in 2020","Korea, Republic of's exports to world-Value in 2021",United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
620722,"Men's or boys' nightshirts and pyjamas of man-made fibres (excluding knitted or crocheted, ...",2,0,1,0,0,5,0,2,2,4,,39,72,52,79,45,42,178,215,66,38,,6931,5571,5254,3505,4239,4186,4997,6755,6850,10997
30453,"Fresh or chilled meat, whether or not minced, of fish of the families Bregmacerotidae, Euclichthyidae, ...",0,9,0,0,0,0,0,0,0,4,,,,,,,,,,,,,13106,9643,9040,23309,47553,67009,49611,36201,28856,34807
340510,"Polishes, creams and similar preparations, for footwear or leather, whether or not in the form ...",0,6,8,0,3,0,5,2,4,4,,3404,3209,3318,2248,2687,2647,2626,2655,1839,1569,,13452,13888,13281,14319,16027,14988,14780,15069,13132,12080
911440,Plates and bridges for clocks or watches,0,0,0,3,5,14,0,23,8,4,,0,0,0,3,0,0,7,1,84,4,,613,656,981,950,1020,1254,1291,1546,1477,1251
730840,"Equipment for scaffolding, shuttering, propping or pit-propping (excluding composite sheetpiling ...",70,234,461,5739,140,24915,1058,13832,211,4,,286276,233696,259740,295006,286570,248305,260392,294778,249865,226925,,253828,262422,404329,407316,378585,442115,541176,417783,298887,318125
610339,"Men's or boys' jackets and blazers of textile materials (excluding of wool, fine animal hair, ...",0,0,6,99,103,118,63,0,0,4,,223,125,118,189,193,265,239,128,55,93,,975,1500,1673,1937,2870,2860,3463,3699,3178,4207
540261,"Multiple """"folded"""" or cabled filament yarn of nylon or other polyamides, incl. monofilament ...""",250,0,87,49,56,0,84,81,0,4,,811,837,465,589,827,549,1143,1440,972,1161,,14288,12162,13865,12695,12120,9321,8639,7178,5517,7080
550140,"Synthetic filament tow as specified in Note 1 to chapter 55, of polypropylene",0,0,0,0,0,0,0,0,0,4,,2425,3667,4381,7866,9787,10635,14334,18158,23636,21031,,1438,1667,2077,2019,1971,1764,2319,203,325,248
621520,"Ties, bow ties and cravats of man-made fibres (excluding knitted or crocheted)",85,69,38,41,17,25,32,19,65,4,,278,218,292,185,242,104,179,187,102,135,,34826,42557,48108,55795,51854,52412,51978,54037,21160,28592
701190,"Glass envelopes, incl. bulbs and tubes, open, and glass parts thereof, without fittings, for ...",0,0,20,9,5,3,2,3,2,4,,2638,2139,2469,373,219,246,189,140,159,267,,5692,4620,4616,5012,4913,3486,2759,2846,2541,2297
81120,"Frozen raspberries, blackberries, mulberries, loganberries, black-, white- or red currants ...",0,0,0,0,0,0,0,0,0,4,,66,15,5,3,4,12,51,73,165,66,,84846,104705,142958,137592,118603,84067,93953,84744,103668,172289
70519,Fresh or chilled lettuce (excluding cabbage lettuce),0,0,0,0,0,57,3,51,0,4,,238,318,479,926,1126,872,570,1583,1197,1318,,81016,110403,104320,130683,129896,174856,201031,274372,318521,367767
160431,Caviar,8,7,0,7,6,4,10,0,3,4,,87,57,63,219,108,74,38,40,16,20,,7388,9134,7763,11490,13470,16537,17881,19349,17866,38454
480524,"Testliner """"recycled liner board"""", uncoated, in rolls of a width > 36 cm or in square or ...""",4,4,3,14,34,4,7,13,2,4,,17826,24628,23383,24498,34313,46498,40562,22111,17237,9808,,21709,37972,61009,64471,65258,74845,80344,66157,79798,100869
520790,"Cotton yarn containing predominantly, but < 85% cotton by weight, put up for retail sale (excluding ...",5,0,0,3,10,0,0,10,15,4,,165,368,203,391,260,407,523,250,177,99,,2748,2284,3031,3213,5845,5048,4366,4957,6397,7304
621112,Women's or girls' swimwear (excluding knitted or crocheted),19,38,378,88,16,2,6,37,15,4,,1224,1333,1155,385,365,308,724,744,873,712,,22486,20660,22452,22589,25782,27955,29478,45829,32716,48409
810411,"Unwrought magnesium, containing >= 99,8% by weight of magnesium",3,0,0,113,0,6,6,0,0,4,,94,190,88,378,668,597,797,315,166,303,,71267,62448,66771,57246,49026,54008,47728,70006,73779,56257
842531,Winches and capstans powered by electric motor,1438,2043,512,265,570,775,18,0,28,4,,16208,14874,25277,17522,12089,10462,5788,10118,6420,10164,,139447,126746,178990,173541,138019,151622,166180,148178,157338,177143
845420,"Ingot moulds and ladles, of a kind used in metallurgy or in metal foundries",251,122,91,0,4,0,51,5,119,3,,1092,2115,1039,5921,377,1130,332,314,1168,226,,16743,9941,12351,10836,12487,9842,13342,9441,11490,12933
722230,"Other bars and rods of stainless steel, cold-formed or cold-finished and further worked, or ...",321,79,42,14,172,68,104,74,0,3,,5503,6071,3002,2088,1593,893,10599,53167,66278,78160,,93225,62323,102196,100190,52881,57388,59073,31002,23063,13160
511211,Woven fabrics containing >= 85% combed wool or combed fine animal hair by weight and weighing ...,918,815,367,40,261,386,12,25,0,3,,10345,7445,6739,8172,6419,4670,3507,4025,2626,2665,,47301,50783,60768,50762,39321,51985,41051,39767,17659,11882
91030,"Turmeric """"curcuma""""""""",16,13,0,6,6,0,6,0,18,3,,16,13,20,5,15,4,2,21,102,140,,11535,14071,19308,23638,30881,35073,37964,33790,47703,62740
30819,"Smoked, frozen, dried, salted or in brine, sea cucumbers """"Stichopus japonicus, Holothurioidea""""""""",47,0,23,0,96,3,0,155,12,3,,4247,2746,4568,2406,3799,2631,4849,6265,4280,13876,,20976,39501,22552,22589,22305,17706,6954,12456,20573,10801
121490,"Swedes, mangolds, fodder roots, hay, lucerne """"alfalfa"""", clover, sainfoin, forage kale, lupines, ...""",0,0,0,0,0,0,0,0,2,3,,0,2,45,0,0,0,59,142,65,0,,73563,76559,71011,57826,46551,49312,66739,74739,85906,109261
721899,Semi-finished products of stainless steel (excluding of rectangular [other than square] cr ...,0,0,0,0,83,24,37,6,0,3,,9209,966,744,367,666,1156,2710,2518,821,1266,,220091,198581,265171,169814,118599,161589,152127,120503,86767,143042
540490,"Strip and the like, e.g. artificial straw, of synthetic textile material, with an apparent ...",165,170,126,47,100,64,32,26,0,3,,1247,1403,1552,1319,1672,1766,1720,1819,1888,2299,,66658,89805,93600,110277,94830,80850,105658,114847,113630,142864
722611,"Flat-rolled products of silicon-electrical steel, of a width of < 600 mm, hot-rolled or cold-rolled ...""",44,12,0,0,5,132,70,0,0,3,,16937,14819,15622,27170,16141,13777,15389,17998,15819,9129,,64305,56527,27326,38256,36144,85876,39186,16269,19766,55674
854520,Carbon brushes for electrical purposes,27,10,50,34,48,24,23,69,9,3,,8564,8659,10995,10679,12786,15314,13431,13600,12894,16306,,49137,58127,63480,61107,52409,57507,54623,49836,42683,50135
853010,"Electrical signalling, safety or traffic control equipment for railways or tramways (excluding ...",0,0,7,0,54,0,0,0,155,3,,1898,5436,16250,2723,2983,5577,10282,7626,7227,6629,,27343,37140,36807,35665,38834,19661,24353,21363,21736,11915
252010,Gypsum; anhydrite,0,0,0,0,0,0,0,49,17,3,,1056,2333,2348,4961,4240,4125,4119,4166,3204,3918,,55590,60123,71207,71157,82138,89414,103156,139997,141059,181698
660390,"Parts, trimmings and accessories for umbrellas and sun umbrellas of heading 6601 or for walking ...""",6,0,0,0,2,8,2,6,1,3,,135,41,71,93,54,32,79,25,25,32,,47704,48344,52440,59539,61720,67119,67095,70229,69747,102704
511130,"Woven fabrics containing predominantly, but < 85% carded wool or carded fine animal hair by ...",4,3,0,12,3,0,0,0,7,3,,2262,2232,2215,3372,3520,1950,932,253,777,2545,,15649,17204,14692,16350,14785,13801,12331,12342,11435,13761
740939,"Plates, sheets and strip, of copper-tin base alloys """"bronze"""", of a thickness of > 0,15 mm, ...""",0,0,3,0,0,0,84,5,0,3,,554,130,482,216,261,2294,5550,2079,1703,4012,,839,2660,1095,561,718,464,1535,963,608,1545
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not ...",0,0,4,6,6,103,15,0,0,3,,27,7,22,48,1,20,3,24,25,28,,33206,24529,37464,32145,29823,33156,30568,20525,12969,29707
160552,"Scallops, incl. queen scallops, prepared or preserved (excluding smoked)",0,0,0,9,5,6,0,0,0,3,,0,8,8,14,12,13,17,17,12,62,,4476,5946,5268,5406,5798,6211,6631,4604,8855,16414
400231,"Isobutylene isoprene rubber """"IIR"""", in primary forms or in plates, sheets or strip""""",3,29,49,135,130,120,84,39,7,3,,3659,2728,1694,1122,1041,1128,949,2418,1064,1056,,90319,86604,80643,66414,46266,53536,51961,50682,34555,31804
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),0,0,0,0,0,0,0,0,0,3,,0,466,1528,1504,1862,4719,6757,2479,2068,961,,3503,6911,42036,9875,23747,41068,161039,57959,29278,78041
700530,"Float glass and surface ground and polished glass, in sheets, whether or not having an absorbent, ...",0,0,0,0,19,0,0,0,0,3,,0,0,0,36,33,1,3,12,28,44,,5883,6729,6827,4635,5892,4865,3839,3425,2820,3192
610439,"Women's or girls' jackets and blazers of textile materials, knitted or crocheted (excluding ...",18,24,38,86,111,77,24,24,2,3,,487,703,441,1000,1003,1846,2976,3140,2561,1582,,22120,31232,25159,23402,22742,25534,28681,30464,21383,16591
810790,"Articles of cadmium, n.e.s.",0,0,0,0,0,0,0,59,0,3,,9883,10537,10089,6806,1900,111,793,722,52,0,,102,409,206,58,66,130,59,154,150,562
870600,"Chassis fitted with engines, for tractors, motor vehicles for the transport of ten or more ...",65,78,196,223,39,19,35,0,0,3,,60039,44190,33591,57355,59444,58321,34491,24636,8489,4532,,45702,133816,62421,80514,97351,70994,88951,58953,55405,83654
960720,Parts of slide fasteners,35,24,140,66,32,15,22,27,51,3,,26266,25787,25711,21976,18586,18708,19883,19039,12606,14510,,19711,20893,21734,23065,22119,20882,24227,22765,16696,26032
620819,"Women's or girls' slips and petticoats of textile materials (excluding man-made fibres, knitted ...",3,1,0,0,0,2,0,1,0,3,,65,75,95,191,21,47,124,199,78,93,,2873,2218,1815,2358,2492,2004,2407,2320,1612,2898
610332,"Men's or boys' jackets and blazers of cotton, knitted or crocheted (excluding wind-jackets ...",0,0,39,12,4,9,17,22,8,3,,339,389,621,300,347,352,247,540,226,247,,14847,11447,15484,14568,9746,12634,13199,14194,11289,12970
521139,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed principally ...",123,184,161,124,80,18,77,50,80,3,,7278,10732,8950,8756,7519,5438,6004,5665,3763,3975,,18401,17752,14746,14131,10688,9323,10171,9823,5345,6119
480591,"Paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular sheets ...",0,0,50,2,0,237,0,40,0,3,,436,277,1248,4680,3845,13697,17559,17705,12468,11857,,149999,163367,170040,140244,66595,81391,104851,88836,74798,116967
50800,"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...",0,0,0,0,0,0,0,0,0,3,,1969,1767,1559,1571,1308,1179,1279,1040,1119,726,,17428,17467,19548,19926,18325,18697,20100,18869,23675,24618
280200,"Sulphur, sublimed or precipitated; colloidal sulphur",0,0,0,2,48,14,45,0,0,3,,37267,19195,22024,25139,2053,174,113,522,891,375,,4350,3080,5512,5396,7134,3510,3456,7091,8327,12655
480620,"Greaseproof papers, in rolls of a width > 36 cm or in square or rectangular sheets with one ...",9,0,0,3,4,0,0,0,0,3,,2921,3120,3293,2985,786,614,1002,501,410,255,,56986,62210,75553,78843,87319,99224,114088,124566,99737,120393
560811,Made-up knotted fishing nets of man-made textile materials (excluding landing nets),43,196,168,3,171,1,5,5,2,3,,35457,38098,41577,41264,45754,44587,51622,45787,32891,36164,,14251,13691,11715,12992,14566,12109,10560,9445,12200,15847
240290,"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes",0,0,0,0,0,0,0,0,0,3,,73,81,91,0,57,351,116,3,0,302,,3267,461,583,1082,291,287,356,223,61,204
261510,Zirconium ores and concentrates,0,0,0,0,0,0,5,0,0,3,,1942,1067,661,456,382,378,3373,329,499,1206,,68041,16137,62082,39407,39543,39880,59107,56749,36230,45009
250900,Chalk,0,0,0,0,0,0,0,0,0,3,,41,23,24,13,11,12,13,19,4,21,,1200,1567,2198,1782,2028,1974,2152,1807,2044,2626
251320,"Emery; natural corundum, natural garnet and other natural abrasives, whether or not heat-treated",96,245,162,84,20,0,82,6,0,3,,381,503,693,501,590,281,165,374,253,341,,52231,50532,64743,79059,44534,21942,83039,67309,40301,59687
160530,"Lobster, prepared or preserved (excluding smoked)",0,0,0,0,0,10,10,8,8,3,,0,0,2,0,0,0,23,96,40,22,,214307,199508,222978,263956,323573,287331,242985,262204,228972,526602
710590,Dust and powder of natural or synthetic precious or semi-precious stones (excluding dust and ...,15,26,0,22,8,19,0,64,11,3,,71,153,194,22,141,106,105,60,27,92,,5379,2466,2377,2165,1578,1691,1411,1878,713,903
810530,Cobalt waste and scrap (excluding ash and residues containing cobalt),236,210,480,160,107,295,341,84,49,3,,2392,774,670,753,3489,5386,7594,1392,1349,1580,,12998,11135,17446,12309,14067,23653,41675,29366,15578,20253
841210,Reaction engines other than turbojets,4,0,0,5,18,0,41,2,49,3,,153,121,158,3998,60,207,1459,231,133,5145,,95977,103500,176821,212015,209034,274940,280044,183974,58079,286675
851010,"Shavers, electric",0,39,58,23,6,0,4,0,21,3,,5968,1879,628,415,159,86,84,477,843,2492,,350913,293504,288608,259775,296345,360589,367384,371090,298194,290373
100590,Maize (excluding seed for sowing),3,0,6,15,9,17,23,10,0,3,,208,78,128,58,54,9052,114,57,26,70,,540281,915108,172711,315599,364062,300756,211213,234855,170371,192610
80420,Fresh or dried figs,0,0,0,0,0,0,0,0,0,3,,0,7,102,170,171,101,220,158,105,131,,16494,23988,37536,29570,40926,41752,47066,44551,46414,51590
300691,Appliances identifiable for ostomy use,0,0,0,4,0,0,0,0,0,3,,170,248,254,148,273,121,82,76,79,103,,85583,72024,64001,66556,75483,73259,127514,125254,130783,160883
841630,"Mechanical stokers, incl. their mechanical grates, mechanical ash dischargers and similar appliances ...",0,0,32,0,0,0,0,0,3,3,,330,442,412,375,814,365,1021,367,21014,314,,5511,37282,7919,7740,8152,17457,7888,6889,5855,6041
840212,Watertube boilers with a steam production <= 45 t/hour (excluding central heating hot water ...,0,0,104,420,13,5,3,2,0,3,,32179,16806,27209,21620,23501,12404,30759,15813,12636,12093,,6864,5240,10861,6001,7334,10468,19628,13277,11658,7850
540500,Artificial monofilament of >= 67 decitex and with a cross sectional dimension of <= 1 mm; strip ...,0,0,0,0,0,0,0,6,0,3,,90,57,28,85,38,41,52,95,130,7,,2113,536,670,1400,1261,1656,958,920,793,3014
551321,"Plain woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, ...",24,19,10,0,6,0,0,0,10,3,,7803,7844,5784,7533,4743,3375,2728,2275,2005,3612,,14553,15154,13805,11853,7626,7496,8147,8197,11110,6041
550959,"Yarn containing predominantly, but < 85% polyester staple fibres by weight, other than that ...",83,0,0,2,0,2,0,0,2,2,,2303,239,3331,3030,611,622,1235,859,111,67,,1292,1534,1558,1020,602,1037,2207,2033,2021,3009
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",0,4,7,0,1,29,3,20,18,2,,282,307,265,331,183,1291,350,583,352,305,,80246,47549,45719,30545,17019,13733,12984,10278,5437,4457
630520,"Sacks and bags, for the packing of goods, of cotton",5,0,0,0,4,11,4,2,8,2,,11,24,122,57,13,38,101,252,101,255,,7646,8140,7897,6813,7442,7999,10547,12305,11840,15739
710391,"Rubies, sapphires and emeralds, worked, whether or not graded, but not strung, mounted or set, ...",5,5,0,0,2,4,0,0,0,2,,728,177,317,113,168,359,344,284,410,631,,792287,932398,1212114,1161959,1250937,1511807,1583215,1125901,584139,809930
845959,"Milling machines for metals, knee-type, not numerically controlled",0,47,0,118,0,36,80,256,147,2,,1300,743,1446,1199,2182,1569,1885,1358,682,985,,15852,12874,14155,15364,11977,12430,13630,13242,9608,11565
401511,"Surgical gloves, of vulcanised rubber (excluding fingerstalls)",0,0,0,0,0,0,0,0,40,2,,402,39,106,158,97,2,262,74,2147,1040,,332581,327410,362327,359138,390088,405064,404906,437014,424290,483597
560129,Wadding of textile materials and articles thereof (excluding of cotton or man-made fibres; ...,95,0,2,0,0,1,2,0,87,2,,1071,499,650,911,577,497,561,362,689,309,,258,531,1257,1485,986,696,1084,967,1997,2248
480449,"Kraft paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ...",22,0,0,0,0,0,0,0,0,2,,15,101,130,88,22,460,3233,2308,50,10,,2260,2261,2538,1285,1624,841,2927,5379,3051,1539
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ...",0,0,0,0,0,0,4,11,0,2,,12237,10991,11151,10463,10665,9020,6871,7489,28853,32348,,21060,22723,16066,20055,20702,33870,46595,63835,59322,129978
150910,Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...,20,5,2,18,6,0,3,0,10,2,,216,194,480,622,865,550,367,592,400,445,,701759,798337,803665,925908,1011778,1120256,1192206,1047838,1084475,1184128
250490,Natural graphite (excluding in powder or in flakes),8,0,0,0,0,0,0,0,0,2,,123,184,268,12,23,60,84,207,126,267,,4879,5550,6226,4333,5194,6073,6815,5684,4291,6187
391310,"Alginic acid, its salts and esters, in primary forms",0,0,40,0,1,1,8,119,81,2,,410,244,276,540,647,755,1058,705,642,547,,59044,60031,64662,61573,64284,62423,59961,60763,54790,60993
390599,"Polymers of vinyl esters and other vinyl polymers, in primary forms (excluding those of vinyl ...""",989,744,0,0,0,608,4,3,0,2,,2136,2511,3277,3814,3203,4268,3208,1769,2508,3627,,41431,36068,43731,40908,35660,38793,39607,35325,33770,37265
200880,"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ...",0,0,0,5,0,2,2,0,0,2,,944,12,46,15,12,33,63,171,73,109,,8397,10098,9273,8875,12632,14271,17828,13686,19407,25619
291713,"Azelaic acid, sebacic acid, their salts and esters",0,0,0,0,18,98,0,17,35,2,,72,86,244,197,66,181,140,191,139,174,,31748,25575,33811,30559,36459,52419,56035,43324,30880,49511
551519,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...",206,70,50,22,35,17,6,1,91,2,,11769,8026,10209,6912,9243,7178,9869,9380,4407,4243,,6723,8519,10782,13731,12936,10713,11034,7785,7192,10061
621030,"Garments of the type described in heading 6202, rubberised or impregnated, coated, covered ...",37,17,17,20,16,25,27,15,8,2,,69,285,156,73,63,67,105,181,284,263,,41078,49806,50967,55059,51535,59712,75373,102309,67145,68821
151790,Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of ...,0,31,6,0,0,44,57,0,0,2,,9687,9118,10628,11109,7439,17028,18540,9806,9724,11249,,176471,207396,166613,144302,160917,172003,156224,145660,175611,222359
80410,Fresh or dried dates,0,0,0,0,3,5,12,0,2,2,,0,0,64,35,33,31,37,36,29,36,,32540,36384,46348,60192,49707,49703,98908,67932,66250,84234
550962,"Yarn containing predominantly, but < 85% acrylic or modacrylic staple fibres by weight, mixed ...",0,0,0,0,0,14,22,6,0,2,,14,39,196,84,19,27,62,191,151,213,,352,372,292,382,531,291,221,349,677,612
600524,"Printed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",38,85,99,35,9,19,182,34,0,2,,659,1895,1909,1654,915,846,3026,14,20,33,,158,202,458,253,346,583,1482,1487,742,510
841440,Air compressors mounted on a wheeled chassis for towing,0,10,12,112,0,28,6,0,3,2,,1983,4097,3388,1798,2056,1079,3324,1036,983,1904,,42860,45245,59129,39976,28809,39460,51056,30593,25141,25296
845380,"Machinery for making or repairing articles of hides, skins or leather (excluding footwear and ...",283,8,5,27,0,34,675,32,328,2,,4276,8853,7604,13443,12711,7260,1377,1160,1560,2013,,2079,1979,2507,3066,2613,2870,4141,4031,3141,2492
581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",28,0,3,41,0,2,0,2,15,2,,1294,1673,1570,1172,478,943,715,649,614,892,,15812,16190,15827,14289,11209,11110,11015,9226,6541,9198
620419,"Women's or girls' suits of textile materials (excluding of wool, fine animal hair, cotton or ...",3,0,8,0,0,3,7,1,1,2,,70,217,568,1964,2328,553,567,473,231,267,,8009,3309,2657,1950,2309,3140,3160,3594,2522,4378
