Product code,Product label,"Korea, Republic of's imports from Australia-Value in 2012","Korea, Republic of's imports from Australia-Value in 2013","Korea, Republic of's imports from Australia-Value in 2014","Korea, Republic of's imports from Australia-Value in 2015","Korea, Republic of's imports from Australia-Value in 2016","Korea, Republic of's imports from Australia-Value in 2017","Korea, Republic of's imports from Australia-Value in 2018","Korea, Republic of's imports from Australia-Value in 2019","Korea, Republic of's imports from Australia-Value in 2020","Korea, Republic of's imports from Australia-Value in 2021",Australia's exports to world- ,Australia's exports to world-Value in 2012,Australia's exports to world-Value in 2013,Australia's exports to world-Value in 2014,Australia's exports to world-Value in 2015,Australia's exports to world-Value in 2016,Australia's exports to world-Value in 2017,Australia's exports to world-Value in 2018,Australia's exports to world-Value in 2019,Australia's exports to world-Value in 2020,Australia's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
740821,"Wire of copper-zinc base alloys """"brass""""""""",0,0,0,0,0,0,0,0,0,1,,6,6,51,81,62,311,170,2514,962,38,,8383,8871,9590,8559,10912,18208,25536,23530,22379,33602
701990,"Glass fibres and articles thereof, n.e.s.",4,1,6,6,34,71,9,20,0,1,,2992,1791,2329,2682,2226,3357,4387,4373,4529,8110,,35324,68067,78900,92323,90958,84707,94971,82693,106206,114930
700992,"Glass mirrors, framed (excluding rear-view mirrors for vehicles, optical mirrors, optically ...",0,0,1,2,0,1,1,2,7,1,,6778,513,597,1126,381,500,518,632,330,485,,8524,8245,9558,11007,13039,15565,18008,20099,18756,20065
900630,"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...",0,0,0,2,0,1,0,0,0,1,,2411,1368,2417,2280,1301,3961,6010,4545,6332,2184,,5654,3036,2251,1763,3394,2585,4857,9769,10935,10963
851010,"Shavers, electric",1,1,1,1,1,1,1,1,0,1,,1137,1139,2620,1108,1429,3283,2832,3801,3676,4014,,36896,61688,68018,65264,70384,75799,83647,91040,78144,85364
851310,Portable electrical lamps designed to function by their own source of energy,5,15,47,1,8,11,3,1,2,1,,6721,4098,4640,3907,2512,4710,3330,3338,2006,2448,,17413,23447,23874,24216,24089,27972,26958,26300,33167,42197
853929,"Filament lamps, electric (excluding tungsten halogen lamps, lamps of a power <= 200 W and for ...",13,3,1,1,2,4,1,4,0,1,,3606,2831,1640,1489,1397,1056,1107,1196,1058,1346,,19131,19825,20165,16041,14777,13966,15307,11854,7742,10848
842539,"Winches and capstans, non-powered by electric motor",3,1618,3,2,0,28,0,443,16,1,,8183,8849,4790,6940,7791,3089,4376,6977,3667,3538,,170640,178316,138582,112994,63789,39028,25911,22360,30557,29104
844339,"Printers, copying machines and facsimile machines, whether or not combined (excluding those ...",8,8,0,2,34,0,0,0,0,1,,12240,10823,17608,22191,9807,10062,10286,8251,4674,4174,,46458,47670,44661,40554,37344,38489,30578,24135,18154,23870
961100,"Hand-operated date, sealing or numbering stamps, and the like; hand-operated composing sticks ...",2,1,0,1,1,18,0,1,1,1,,503,345,218,95,323,235,338,226,260,285,,2968,3007,3542,3840,4161,6022,6133,5343,5657,6503
960610,"Press-fasteners, snap-fasteners and press studs and parts therefor",0,0,0,0,0,0,0,0,0,1,,879,931,1912,1040,1004,1403,1222,933,471,564,,14453,13996,13656,11701,12462,10962,10981,10257,8383,8688
200600,"Vegetables, fruit, nuts, fruit-peel and other edible parts of plants, preserved by sugar (drained, ...",0,0,0,6,3,0,0,0,0,1,,7732,4447,3141,2822,3154,4441,4258,3471,3309,3872,,1455,1021,1041,952,952,852,1280,1374,1682,1592
170220,"Maple sugar, in solid form, and maple syrup (excluding flavoured or coloured)",0,0,0,0,1,1,2,1,1,1,,222,169,217,180,396,223,406,312,424,609,,6296,4387,3617,4708,3872,3796,4736,3972,6823,9535
40299,"Milk and cream, concentrated and sweetened (excluding in solid forms)",2,1,0,0,0,0,0,0,0,1,,24923,22660,31340,22805,28213,38445,37268,34674,36901,40711,,487,89,697,98,184,89,127,77,102,98
80290,"Nuts, fresh or dried, whether or not shelled or peeled (excluding coconuts, Brazil nuts, cashew ...",0,0,0,0,0,0,0,0,0,1,,4712,4868,9222,10956,11253,6547,7414,10799,5001,3741,,3431,4029,5365,5946,7934,12497,15685,12211,12228,17174
81320,Dried prunes,0,0,0,0,1,0,0,0,1,1,,564,110,874,2644,1497,2361,371,179,408,2504,,4041,4651,4780,4388,4617,3895,4699,5746,6110,6634
81340,"Dried peaches, pears, papaws """"papayas"""", tamarinds and other edible fruits (excluding nuts, ...""",0,0,1,1,1,2,0,0,1,1,,1028,722,1037,1073,1209,1395,1645,2253,827,966,,10981,9074,9908,8031,7033,5530,12653,7191,7192,7591
293329,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused imidazole ring, ...",0,0,0,0,0,0,0,0,0,1,,533,485,9,30,17,54,42,187,32,153,,37803,37318,39659,33264,36490,39313,46403,57641,57180,61543
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",100,0,0,0,0,0,0,0,0,1,,3717,2485,286,88,102,419,62,154,2328,2760,,95092,82411,127178,113537,117322,144630,161597,125552,156333,174288
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",1,29,20,0,0,2,0,0,0,1,,5419,3258,3401,3934,4541,4421,3111,2006,2369,742,,125040,122960,137935,139976,167296,201438,217911,234425,230540,251081
442090,"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...",5,3,9,4,12,6,7,0,0,1,,264,183,167,182,433,328,545,283,323,548,,15222,17104,20907,23746,20092,21148,21421,21538,18922,22406
442191,"Articles of bamboo, n.e.s.",0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,28,108,64,56,91,,0,0,0,0,0,6157,6797,7592,6385,6906
481890,"Paper, cellulose wadding or webs of cellulose fibres, of a kind used for household or sanitary ...",1,73,1,1,2,1,3,0,1,1,,1206,681,659,643,2919,621,565,360,659,1655,,26950,27288,30395,36324,43993,43769,57269,69414,70767,81309
481940,"Sacks and bags, incl. cones, of paper, paperboard, cellulose wadding or webs of cellulose fibres ...",1,5,0,57,1,5,10,0,0,1,,16040,14233,15774,12315,17528,23190,23692,18347,4006,9458,,24776,26206,30388,31287,36259,40988,41579,41635,43019,57898
851632,Electro-thermic hairdressing apparatus (excluding hairdryers),82,12,4,68,57,26,1,1,1,1,,1494,4193,2173,1193,2943,1432,1040,3429,4108,2071,,17458,27188,25082,23350,20899,25595,34599,73284,138592,162203
847350,"Parts and accessories equally suitable for use with two or more typewriters, word-processing ...",0,0,0,0,0,4,23,0,0,1,,11367,13010,9133,4480,3708,7893,10583,17066,10316,12852,,9628,13506,12794,15322,28816,24827,25201,25400,25491,34684
821410,"Paperknives, letter openers, erasing knives, pencil sharpeners and blades therefor, of base ...",0,0,0,0,0,1,1,0,0,1,,121,110,71,32,31,32,27,27,52,68,,5386,5255,5456,7293,6152,10372,9871,9599,10091,12390
854320,"Signal generators, electrical",0,0,13,20,62,1,3,5,10,1,,4822,6042,7087,4650,9319,5073,4040,1929,2753,4299,,37619,48406,37515,43041,45056,59597,64621,73711,43864,48041
840790,Spark-ignition reciprocating or rotary internal combustion piston engine (excluding those for ...,0,0,1,0,1,1,1,1,2,1,,4175,4220,4960,4415,3112,4224,5248,3618,7910,4365,,41683,60203,39046,41613,43895,54736,66755,59006,51786,64384
840910,"Parts suitable for use solely or principally with internal combustion piston engine for aircraft, ...",5,6,0,0,2,4,0,8,0,1,,22157,13947,15567,27734,11874,10927,14347,44746,59834,17730,,2819,2228,3233,7468,2951,10822,6019,4197,6981,20875
841510,"Window or wall air conditioning machines, self-contained or """"split-system""""""""",338,22,6,5,418,1137,11,274,55,1,,13772,7748,7283,10668,13890,7286,11958,8227,5765,8922,,143600,161395,180633,167216,239053,331293,395326,314830,226354,316966
830890,"Clasps, frames with clasps without locks, buckles and buckle-clasps, of base metal, for clothing, ...",8,1,1,1,25,2,1,0,0,1,,3191,1851,751,320,1010,776,574,1384,566,605,,12136,14499,16568,15696,17490,22308,20930,18873,14659,19461
611691,"Gloves, mittens and mitts, of wool or fine animal hair, knitted or crocheted (excl. impregnated, ...",0,0,0,0,0,0,0,0,0,1,,21,8,8,6,9,8,49,71,127,133,,2760,3895,3349,2766,1979,1654,2175,1441,800,1442
620413,"Women's or girls' suits of synthetic fibres (excluding knitted or crocheted, ski overalls and ...",12,0,0,1,0,16,0,1,0,1,,39,34,0,64,51,32,30,224,62,148,,1181,1579,1153,2069,2462,7159,5951,4755,2901,4596
600622,"Dyed cotton fabrics, knitted or crocheted, of a width of > 30 cm (excluding warp knit fabrics ...""",2,0,0,0,2,0,0,1,0,1,,4642,3883,2138,1829,1310,103,48,129,149,47,,6849,7252,6676,6557,7182,8370,8100,7209,5726,9231
521131,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",0,0,0,0,0,0,1,2,0,1,,388,247,228,63,9,2,3,19,39,31,,244,180,255,310,326,395,719,496,426,670
640291,"Footwear covering the ankle, with outer soles and uppers of rubber or plastics (excluding waterproof ...",0,0,2,3,0,0,0,1,6,1,,680,913,863,678,626,470,1060,793,1055,1279,,23239,34820,49948,46013,35123,36518,50896,61179,58702,68270
680520,"Natural or artificial abrasive powder or grain, on a base of paper or paperboard only, whether ...",0,0,0,0,0,0,0,26,5,1,,1366,861,534,394,428,495,495,573,412,928,,7441,6692,7802,7513,6480,7154,6825,7790,8451,11498
701951,"Woven fabrics, incl. narrow fabrics, of glass, of a width of <= 30 cm (excluding rovings)",0,0,0,0,0,0,0,0,0,1,,360,153,325,259,340,224,305,250,355,383,,2338,1941,2300,3125,1916,1729,2269,2241,2195,2600
940161,"Upholstered seats, with wooden frames (excluding convertible into beds)",0,2,1,6,4,14,0,3,11,1,,1212,1044,1398,1490,1134,2331,2373,1916,1348,1977,,94325,109551,149133,197069,212756,236233,243924,253103,297105,320329
853950,"Light-emitting diode """"LED"""" lamps""""",0,0,0,0,0,1,0,0,2,1,,0,0,0,0,0,4022,4009,4930,3821,5687,,0,0,0,0,0,69255,73822,63331,63509,66744
