Product code,Product label,"Korea, Republic of's imports from India-Value in 2012","Korea, Republic of's imports from India-Value in 2013","Korea, Republic of's imports from India-Value in 2014","Korea, Republic of's imports from India-Value in 2015","Korea, Republic of's imports from India-Value in 2016","Korea, Republic of's imports from India-Value in 2017","Korea, Republic of's imports from India-Value in 2018","Korea, Republic of's imports from India-Value in 2019","Korea, Republic of's imports from India-Value in 2020","Korea, Republic of's imports from India-Value in 2021",India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,"Korea, Republic of's imports from world- ","Korea, Republic of's imports from world-Value in 2012","Korea, Republic of's imports from world-Value in 2013","Korea, Republic of's imports from world-Value in 2014","Korea, Republic of's imports from world-Value in 2015","Korea, Republic of's imports from world-Value in 2016","Korea, Republic of's imports from world-Value in 2017","Korea, Republic of's imports from world-Value in 2018","Korea, Republic of's imports from world-Value in 2019","Korea, Republic of's imports from world-Value in 2020","Korea, Republic of's imports from world-Value in 2021"
390469,"Fluoropolymers of vinyl chloride or of other halogenated olefins, in primary forms (excluding ...",9,0,194,1,1,0,12,42,0,56,,251,102,125,151,414,1431,7918,12156,15685,29242,,136583,133276,151020,152523,172158,182711,211465,203407,208823,253051
392590,"Building elements for the manufacture of floors, walls, partition walls, ceilings, roofs, etc., ...",8,0,7,0,2,1,0,55,51,56,,14962,16199,22585,7611,8076,12317,20717,57903,25363,37086,,10205,12779,30183,38095,27024,39064,30076,28591,31389,34565
400299,"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip ...""",43,32,16,70,52,16,52,57,8,56,,4963,5223,3971,3490,3047,2969,3801,3424,3490,3714,,52213,48853,40509,42639,41285,48010,52889,49184,53969,59319
310590,Mineral or chemical fertilisers containing the two fertilising elements nitrogen and potassium ...,81,97,109,98,49,67,126,140,61,55,,10865,12889,12622,12183,12125,8566,9229,8360,8572,8419,,21478,17102,16434,14933,13319,14366,15751,15676,14642,15892
620439,"Women's or girls' jackets and blazers of textile materials (excluding of wool, fine animal ...",61,103,121,108,42,148,57,140,60,55,,13511,15742,19147,18886,30893,19864,16074,17552,15657,18306,,29437,28384,29070,23238,20391,22216,28604,33024,35276,34840
850211,"Generating sets with compression-ignition internal combustion piston engine """"diesel or semi-diesel ...""",0,18,9,0,0,0,11,0,22,55,,67456,56469,34439,41392,76766,63542,68291,62344,42803,73673,,3612,4788,4948,6103,6217,4973,9383,10476,7628,6085
903084,"Instruments and apparatus for measuring or checking electrical quantities, with recording device ...",1,0,0,0,1,7,31,11,5,54,,554,1299,311,1568,580,703,1701,2220,1357,1057,,65045,66278,85265,48887,33888,45964,30492,48388,28563,30842
620211,"Women's or girls' overcoats, raincoats, car coats, capes, cloaks and similar articles, of wool ...",5,5,39,38,21,76,133,55,74,54,,2143,1549,1853,3596,2002,1011,1018,1301,789,903,,56088,69116,82646,100826,135944,155737,159088,171809,134884,138579
283525,"Calcium hydrogenorthophosphate """"dicalcium phosphate""""""""",5,12,13,0,0,3,4,0,3,54,,3436,3184,3084,3049,3676,3677,5349,5305,7631,13585,,18804,17660,11698,11772,10124,8426,7664,7203,5348,7171
850519,"Permanent magnets and articles intended to become permanent magnets after magnetization, of ...",12,0,47,59,47,68,21,56,42,54,,2651,2521,2174,2191,1634,1457,2121,2752,2241,2421,,163806,126157,120242,111064,63204,74270,72157,65240,51997,74091
620331,"Men's or boys' jackets and blazers of wool or fine animal hair (excluding knitted or crocheted, ...",22,40,17,38,12,6,45,99,191,54,,30167,30039,22436,19635,17609,15388,13477,8002,6657,10544,,34214,35933,39098,44885,50888,46039,45839,49261,46215,40750
491199,"Printed matter, n.e.s.",13,18,32,28,39,56,112,123,70,54,,28371,14085,27572,15695,16008,19851,22960,23971,16184,13710,,23983,23700,30608,30463,36236,41364,53773,44582,38776,66663
292141,Aniline and its salts (excluding inorganic or organic compounds of mercury),453,45,0,0,0,66,395,4,14,54,,9878,9698,9348,6936,8235,15236,24213,19520,16132,18999,,24650,59501,29727,27211,15041,22227,618,237,3477,13644
630533,"Sacks and bags, for the packing of goods, of polyethylene or polypropylene strip or the like ...",48,0,0,96,64,95,183,0,8,54,,3809,10005,17369,25301,14840,12839,24044,18663,21523,22806,,40375,41158,41154,42146,41693,41373,40216,41954,40885,44580
847160,"Input or output units for automatic data-processing machines, whether or not containing storage ...",13,156,111,17,34,35,73,50,15,53,,13752,27312,23103,18225,10060,14240,20547,20724,13418,18015,,256760,239542,524865,461885,614630,433916,361625,409465,532468,601401
731029,"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material, ...",311,177,113,148,79,67,95,80,45,53,,23702,29413,27543,37382,35401,39198,54127,50475,34920,57289,,74498,77126,81792,89389,93330,105711,121015,112398,110403,121372
610343,"Men's or boys' trousers, bib and brace overalls, breeches and shorts of synthetic fibres, knitted ...",17,40,31,43,68,574,402,74,20,53,,17444,12330,20183,25657,53101,104710,44594,48451,39883,44483,,34467,42360,56663,66474,94230,104844,116871,126708,120597,139394
283311,Disodium sulphate,5,3,9,6,10,8,40,21,49,52,,222,586,882,3727,9163,9577,11853,13341,12042,17560,,15534,16370,14554,12247,12504,13537,14715,13392,10311,12921
120770,Melon seeds,0,0,17,35,6,49,39,78,70,52,,0,811,635,904,1613,2285,3344,3507,5621,6117,,145,455,848,202,280,253,414,422,501,527
510320,"Waste of wool or of fine animal hair, incl. yarn waste (excluding noils and garnetted stock)",81,0,0,99,376,394,897,927,90,52,,1017,1225,1182,2886,2974,2299,2248,986,309,125,,406,345,1186,1475,1756,1289,1930,1393,90,52
530720,"Multiple """"folded"""" or cabled yarn of jute or of other textile bast fibres of heading 5303""""",164,105,150,88,76,64,98,53,53,52,,45174,19874,21900,20211,7639,17741,16051,14681,13893,19998,,305,200,357,366,398,638,442,487,761,882
960899,"Parts of ball-point pens, felt-tipped and other porous-tipped pens and markers, fountain pens ...",154,233,298,274,324,359,214,78,58,52,,6506,6971,4362,3746,3442,3944,4404,4617,5039,6431,,8783,7435,7301,8201,12097,12496,12161,13332,9409,10575
292243,Anthranilic acid and its salts,7,35,106,95,121,82,83,1,62,52,,4389,6899,4853,3197,2458,2966,2267,1950,1080,2486,,41,259,343,112,124,104,196,31,84,96
481019,"Paper and paperboard used for writing, printing or other graphic purposes, not containing fibres ...",0,0,0,0,3,87,57,42,0,52,,29051,42265,43317,40246,37369,45575,89565,95219,92598,106723,,28665,52565,51400,50199,59408,70832,45774,49076,42230,47108
320110,Quebracho extract,215,147,91,106,54,67,58,34,53,52,,631,782,688,938,707,724,1043,964,777,1001,,1066,1114,1390,1607,1401,1337,999,912,539,740
700721,"Laminated safety glass, of size and shape suitable for incorporation in motor vehicles, aircraft, ...",298,604,59,121,97,38,76,132,37,51,,7045,9072,7606,7327,8711,12527,23524,20100,18452,24599,,23656,25190,23442,23425,21998,26404,31865,25790,20763,34542
961700,"Vacuum flasks and other vacuum vessels, and parts thereof (excluding glass inners)",33,85,158,0,9,32,58,49,96,51,,3163,7748,1796,1446,1516,2968,3439,4173,3966,5363,,42315,49346,57735,55532,60872,67913,88417,116721,98350,135457
291219,"Acyclic aldehydes, without other oxygen function (excluding methanal [formaldehyde] and ethanal ...",9,22,23,48,66,94,43,61,108,51,,18831,23373,23461,25368,20790,21496,28447,35314,37561,41633,,9351,5052,7095,5981,3370,4157,3810,3702,5130,6698
480210,Handmade paper and paperboard of any size or shape,5,0,2,0,0,0,17,8,25,51,,10327,11920,8154,8516,7195,7185,13347,11124,8334,10866,,3461,4375,4952,3860,3495,3299,3460,3680,2696,3034
731819,"Threaded articles, of iron or steel, n.e.s.",3,0,2,13,17,10,727,135,61,51,,93510,91093,86183,77846,69641,83629,100563,100744,88456,119496,,17029,24583,24772,28042,29480,41016,48536,42680,46850,77666
281520,"Potassium hydroxide """"caustic potash""""""""",138,44,4,0,4,9,1,4,9,51,,1436,1575,1736,1541,1325,775,1801,4267,3145,2865,,6981,5071,5206,4239,3809,7024,7636,6306,6099,5879
401290,"Solid or cushion tyres, interchangeable tyre treads and tyre flaps, of rubber",206,104,293,44,30,1,71,174,237,51,,31505,39103,36809,33618,36932,41750,41230,44855,39241,59719,,8509,10385,10128,8650,6853,8308,7558,8258,7266,7780
71220,"Dried onions, whole, cut, sliced, broken or in powder, but not further prepared",91,17,33,23,29,52,114,35,53,51,,81612,84297,107645,129306,117631,100152,94956,118828,132680,158891,,1793,2281,2436,2435,2498,2342,2232,2446,2854,3017
290543,Mannitol,0,0,0,0,0,0,0,0,0,51,,129,129,193,849,418,264,719,1547,1595,2236,,2566,2320,2449,2445,4057,4243,2962,4611,4888,4027
100590,Maize (excluding seed for sowing),29721,968,86,796,936,653,163,49,11,51,,1117289,1229360,808461,190074,106274,121574,193791,100909,352844,882533,,2600504,2673497,2629308,2213078,1894924,1783555,2126007,2347837,2366225,3218347
340212,"Cationic organic surface-active agents, whether or not put up for retail sale (excluding soap)",0,2,0,11,39,3,3,0,39,51,,3395,4712,7428,4009,3333,3616,4161,3972,4422,3890,,11021,11149,10247,8058,8680,7585,8343,8321,9195,8904
580137,"Warp pile fabrics, of man-made fibres (excluding terry towelling and similar woven terry fabrics, ...",2,5,13,5,8,14,8,10,29,51,,0,6027,12362,11087,8830,9270,12067,11467,7832,12246,,6057,5069,5669,4781,4197,4538,4693,3248,4152,4577
846694,"Parts and accessories for machine tools for working metal without removing material, n.e.s.",26,24,41,13,115,133,50,26,13,51,,16606,18297,8929,11509,31180,13816,12912,11235,9804,12027,,102813,100213,66841,70583,55908,68811,55189,67423,49872,50696
845611,"Machine tools for working any material by removal of material, operated by laser (excl. soldering ...",0,0,0,0,0,0,2,39,0,50,,0,0,0,0,0,3491,4095,4235,6271,14035,,0,0,0,0,0,315460,277164,208614,241280,343807
700711,"Toughened """"tempered"""" safety glass, of size and shape suitable for incorporation in motor ...""",95,82,19,11,44,32,151,117,31,50,,2491,2436,2616,4025,2502,3044,6907,6059,3681,5285,,24648,29214,33925,31286,23889,21974,20240,20228,21515,18979
844842,"Reeds for looms, healds and heald-frames",0,0,11,7,1,5,24,0,18,50,,3200,4821,5832,5519,4930,5240,4976,3262,5012,8054,,921,977,849,610,741,516,828,626,493,558
630491,"Articles for interior furnishing, knitted or crocheted (excluding blankets and travelling rugs, ...",14,3,24,63,59,147,214,179,52,50,,31151,40547,34803,40402,36551,40716,38684,33319,23678,28726,,175,399,474,693,1317,1842,2633,3117,4222,4285
691200,"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ...",3,10,12,22,3,24,21,28,14,50,,4489,5233,8177,7387,9205,11420,35656,17386,16744,25973,,52264,65550,77714,92442,87333,76633,79242,71225,68010,75574
741820,"Sanitary ware and parts thereof, of copper (excluding cooking and heating appliances of heading ...",0,0,0,1,2,2,42,13,19,50,,46550,57695,48966,34743,33538,22473,17725,19425,20952,32632,,902,1141,1324,1409,1128,1694,2514,2668,1753,2327
700910,"Rear-view mirrors, whether or not framed, for vehicles",0,2,1,0,6,13,4,15,28,49,,14815,18627,15330,11293,10675,11240,14042,17898,15817,17658,,82291,90686,96502,91868,75920,67610,59837,78331,104975,132568
540793,"Woven fabrics of yarn containing predominantly, but < 85% synthetic filament by weight, incl. ...",16,52,22,22,22,20,40,99,100,49,,7999,7705,9883,9115,9199,15578,15348,10425,8921,11670,,1496,1371,959,941,1714,2737,3110,2641,1949,2680
940599,"Parts of lamps and lighting fittings, illuminated signs and nameplates and the like, n.e.s.",121,106,302,225,350,253,202,147,67,49,,23118,26061,25574,25610,19691,28691,29034,32901,23317,35048,,90953,97016,113719,143196,152424,165807,196722,213019,215006,244235
360300,Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators ...,0,0,0,5,0,0,0,0,0,49,,18014,23130,24990,22637,22866,33045,35073,28176,32985,45987,,15987,17734,27684,26782,16368,14783,14243,20499,26638,15888
551693,"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...",17,6,8,23,15,15,3,32,46,49,,2923,615,643,879,1671,2368,3235,2717,1876,2277,,290,411,400,252,266,256,437,289,556,902
844832,"Parts and accessories of machines for preparing textile fibres, n.e.s. (other than card clothing)",25,126,135,146,38,58,105,77,11,49,,28013,33815,27201,31836,29733,37239,39742,33352,35135,78973,,3472,2964,2485,1893,2326,1879,2023,1660,1126,1528
340220,"Surface-active preparations, washing preparations, auxiliary washing preparations and cleaning ...",52,84,22,80,172,165,25,61,35,49,,10505,13331,12649,7550,7228,11503,17177,20476,29186,28442,,61107,80200,81138,85541,96601,103115,112659,117940,111905,152200
853540,"Lightning arresters, voltage limiters and surge suppressors, for a voltage > 1.000 V",62,97,104,80,80,95,81,100,103,49,,17761,14096,12269,11785,12418,13205,10595,11515,12039,13171,,35834,33610,30558,32190,33770,28451,23564,16711,20060,22301
540219,"High-tenacity filament yarn of nylon or other polyamides (excluding sewing thread, yarn put ...",0,0,0,1,2,0,1,325,0,49,,15033,12961,4961,1145,1027,1265,1403,3807,7490,3750,,81126,76311,90346,83210,77800,80917,77069,86666,58488,89016
282751,Bromides of sodium or of potassium,0,5,20,33,14,19,47,54,21,48,,945,1529,2984,5153,4108,7427,7582,11692,8049,10788,,747,1155,1143,1260,1243,1709,1805,2138,1602,2571
848690,Parts and accessories for machines and apparatus of a kind used solely or principally for the ...,6,1,6,26,14,3,25,26,58,48,,7942,2604,3119,3899,3476,5850,8192,27856,41957,43429,,1231798,1237401,1266106,1456087,1674142,2546931,3203595,2478140,2979355,4175797
870710,Bodies for motor cars and other motor vehicles principally designed for the transport of persons,3,21,45,11,86,205,21,189,11,48,,560,854,2324,1651,849,4496,7982,9800,5205,11115,,1251,854,4111,2249,2376,2324,1084,3879,2993,7835
871499,"Parts and accessories, for bicycles, n.e.s.",7,10,12,18,6,20,11,11,29,48,,85166,143634,123692,93588,73051,62570,88131,96702,79000,89881,,63649,58326,69340,73868,58576,46042,40067,37418,56551,67293
841610,Furnace burners for liquid fuel,1,0,0,0,0,0,0,0,0,48,,2149,2326,1299,2121,1653,2675,2811,1393,3853,4726,,3068,3677,7373,11498,4316,3441,3272,5260,5146,4227
720229,"Ferro-silicon, containing by weight <= 55% silicon",2,10,722,1578,500,480,493,432,113,48,,4066,2354,2020,4604,2194,2655,2508,2179,1148,2035,,47426,41417,42697,40012,34198,34484,37643,32699,24082,38195
401695,"Inflatable mattresses and cushions and other inflatable articles, of vulcanised rubber (excluding ...",30,26,0,4,9,2,80,34,18,48,,2895,3729,3770,3587,3551,5167,5703,4722,4518,6887,,3919,5229,5255,29044,3848,3365,2422,2244,3018,2892
340311,Textile lubricant preparations and preparations of a kind used for the oil or grease treatment ...,780,591,503,677,49,48,24,46,20,47,,2715,3277,3602,3425,1987,3064,2703,2366,1806,2188,,41524,39095,37299,33862,30457,26195,25404,20601,15730,18458
391890,"Floor coverings of plastics, whether or not self-adhesive, in rolls or in the form of tiles, ...",0,0,1,48,13,24,2,0,0,47,,24830,31614,33648,30994,28129,19360,11705,34079,5089,2489,,5547,6261,7561,11102,24099,14960,14849,16710,18675,20106
841229,Hydraulic power engines and motors (excluding hydraulic turbines and water wheels of heading ...,26,37,28,29,48,171,70,21,102,47,,24995,21862,20686,23093,20270,31203,35825,33894,28140,42837,,121424,89269,117255,106687,126576,112188,106120,90779,90424,100272
530921,"Woven fabrics of flax, containing predominantly, but < 85% flax by weight, unbleached or bleached",1,0,0,0,1,0,2,0,5,47,,479,499,378,310,341,109,484,733,314,525,,7506,8640,12826,18899,18453,21562,29268,21039,14086,11607
320910,"Paints and varnishes, incl. enamels and lacquers, based on acrylic or vinyl polymers, dispersed ...",0,0,0,0,0,0,0,34,3,47,,2334,2879,3518,2560,3180,4518,6219,10214,5586,5889,,21036,22697,26186,30257,29264,26774,26335,28449,32544,38583
390920,"Melamine resins, in primary forms",0,32,0,0,0,1,5,0,0,47,,1777,2149,3050,2922,3526,3726,2179,8021,7765,14569,,20416,22274,20746,18936,20300,20716,19919,19618,17153,23638
846719,"Pneumatic tools for working in the hand, non-rotary type",45,10,9,23,12,1,17,1,14,46,,10844,7890,10286,8581,6339,10438,15335,20640,13843,20684,,6142,8909,17012,8923,9241,9365,9877,8385,7533,7923
251611,"Granite, crude or roughly trimmed (excluding already with the characteristics of setts, curbstones ...",0,151,57,8,9,0,0,0,0,46,,547371,575998,585162,450282,379114,443063,440409,423948,449353,460480,,1016,999,1084,616,749,1019,1830,1002,734,665
761510,"Table, kitchen or other household articles and parts thereof, and pot scourers and scouring ...",38,32,92,107,158,96,182,140,137,46,,0,55603,70151,74288,68539,70919,80312,90733,90646,125386,,47235,49781,54193,62361,69190,80973,102866,95575,104921,124871
551612,"Woven fabrics containing >= 85% artificial staple fibres by weight, dyed",6,0,0,1,7,1,3,5,313,46,,12230,10414,12888,36633,56166,85930,16180,11137,9237,10664,,1069,1069,924,763,1057,1661,2617,1493,3872,3108
620341,"Men's or boys' trousers, bib and brace overalls, breeches and shorts, of wool or fine animal ...",0,2,5,46,8,0,18,29,194,46,,14416,21881,16069,14706,11509,9634,8437,4026,4297,5748,,19403,19741,19873,29100,31840,27784,28104,28414,24003,22193
847950,"Industrial robots, n.e.s.",0,10,0,0,0,0,19,11,54,45,,949,1014,1121,1350,2454,3304,6313,31647,7306,8556,,117735,125671,133394,141667,124649,216434,165932,182351,149755,194632
847290,"Office machines, n.e.s.",32,21,44,18,64,67,58,38,114,45,,53988,41120,45578,79814,114423,93252,119277,193762,136134,203829,,45334,34783,37121,28469,39350,29264,30193,37861,26770,29132
282110,Iron oxides and hydroxides,226,51,83,363,350,728,294,211,183,45,,3706,3961,3980,6437,9817,9541,10712,11661,13450,17666,,25612,21390,25578,21351,21579,22793,23695,22034,19409,23281
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators ...",483,121,12,17,7,3,57,42,17,45,,25410,32083,30282,14943,17280,20738,21099,16351,10348,20249,,82083,92325,133436,101284,78866,74018,45009,74066,57217,63682
830242,"Base metal mountings, fittings and similar articles suitable for furniture (excluding locks ...",2,0,4,5,4,5,27,24,24,45,,12216,55944,51381,38046,36032,39278,42175,43662,53249,77328,,25259,29054,36654,45320,81152,90642,98571,98297,96622,142410
291823,"Esters of salicylic acid and their salts (excluding o-acetylsalicylic acid, its salts and esters)",14,62,28,34,52,68,43,113,79,45,,19854,27893,23442,24715,25745,25546,36957,49618,48083,45779,,2920,2235,3090,2787,3509,4034,5808,4484,4848,5265
400912,"Tubes, pipes and hoses, of vulcanised rubber (excluding hard rubber), not reinforced or otherwise ...",2,50,136,37,3,3,3,22,149,45,,721,870,1564,544,430,1024,2394,3449,3174,3494,,2140,3082,4148,4443,2677,2210,2469,2676,3481,2818
852580,"Television cameras, digital cameras and video camera recorders",42,372,41,126,60,83,152,45,100,44,,23379,44467,29838,27838,41079,54864,71447,63409,74800,56521,,722038,557513,572680,1151415,1489670,954209,798644,807988,862723,952411
820730,"Interchangeable tools for pressing, stamping or punching",9,39,122,410,575,640,198,167,89,44,,17156,14761,18352,11256,12911,16249,15533,16729,12078,17708,,30459,20189,22939,26259,28541,40623,37608,43373,34272,48401
