Product code,Product label,United States of America's imports from India-Value in 2012,United States of America's imports from India-Value in 2013,United States of America's imports from India-Value in 2014,United States of America's imports from India-Value in 2015,United States of America's imports from India-Value in 2016,United States of America's imports from India-Value in 2017,United States of America's imports from India-Value in 2018,United States of America's imports from India-Value in 2019,United States of America's imports from India-Value in 2020,United States of America's imports from India-Value in 2021,India's exports to world- ,India's exports to world-Value in 2012,India's exports to world-Value in 2013,India's exports to world-Value in 2014,India's exports to world-Value in 2015,India's exports to world-Value in 2016,India's exports to world-Value in 2017,India's exports to world-Value in 2018,India's exports to world-Value in 2019,India's exports to world-Value in 2020,India's exports to world-Value in 2021,United States of America's imports from world- ,United States of America's imports from world-Value in 2012,United States of America's imports from world-Value in 2013,United States of America's imports from world-Value in 2014,United States of America's imports from world-Value in 2015,United States of America's imports from world-Value in 2016,United States of America's imports from world-Value in 2017,United States of America's imports from world-Value in 2018,United States of America's imports from world-Value in 2019,United States of America's imports from world-Value in 2020,United States of America's imports from world-Value in 2021
690721,"Ceramic flags and paving, hearth or wall tiles, of a water absorption coefficient by weight ...",0,0,0,0,0,4361,8742,29929,90063,117992,,0,0,0,0,0,269251,529049,803311,981909,1239851,,0,0,0,0,0,1015828,1167845,1111831,1067664,1364534
300660,"Chemical contraceptive preparations based on hormones, prostaglandins, thromboxanes, leukotrienes, ...",15121,29598,41376,67359,64342,115226,96978,104073,119112,116020,,49919,62342,96296,108690,137773,147668,151958,153465,180087,177777,,738374,691331,947242,1042075,886724,1126819,2129191,2093383,1451011,1467490
610462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton, knitted ...",13575,19811,26725,26844,31405,35266,35617,42517,37217,113683,,104331,116283,108288,130263,133213,131191,108143,99781,90336,147656,,1519757,1617043,1681009,1710160,1472076,1496279,1539502,1470788,1462144,2172407
570330,"Carpets and other floor coverings, of man-made textile materials, tufted """"needle punched"""", ...""",27147,41559,50745,49243,53805,54495,50232,57619,72257,113193,,58983,88734,88578,107730,134050,141693,131158,142315,154238,220464,,257103,288151,324029,313032,308766,333852,386378,319585,379800,528346
621142,"Women's or girls' tracksuits and other garments, n.e.s. of cotton (excluding knitted or crocheted)",88287,73474,64190,68593,68833,84318,85768,94285,68587,112789,,224569,258378,307292,355611,344151,404324,362980,356086,248216,331723,,417087,427563,419196,437056,449787,472263,469065,458681,382657,453877
620444,Women's or girls' dresses of artificial fibres (excluding knitted or crocheted and petticoats),41934,42570,66067,103050,128202,147019,129388,128100,94689,111454,,71446,84018,119150,132798,206788,270678,246462,263800,196072,279235,,247341,262434,315085,407987,516326,538084,492633,516809,382992,442690
292429,"Cyclic amides, incl. cyclic carbamates, and their derivatives; salts thereof (excluding ureines ...""",32581,31580,44104,61267,55336,71305,82065,81442,123308,110619,,48618,99830,109477,123064,93425,132928,185919,242677,378065,300063,,691933,735900,817187,716944,700021,533069,659897,749448,858537,965091
293399,"Heterocyclic compounds with nitrogen hetero-atom[s] only (excluding those containing an unfused ...""",208660,157786,167370,98607,129477,101200,77725,79605,100542,110228,,241957,339044,439100,431308,503140,659179,777533,933225,879554,837563,,6146315,4746627,2537730,2853964,3389262,2047864,1519881,2301211,1515993,1780778
293590,Sulphonamides (excl. perfluorooctane sulphonamides),0,0,0,0,0,30363,31039,66477,70566,109745,,0,0,0,0,0,122073,199544,258201,261225,295280,,0,0,0,0,0,2584228,3940249,4245735,3747479,3033381
441990,"Tableware and kitchenware, of wood (excl. of bamboo or tropical wood, and interior fittings, ...",0,0,0,0,0,28259,33096,44937,57450,108934,,0,0,0,0,0,4914,7668,12390,16559,56642,,0,0,0,0,0,156567,179141,199136,218359,340572
854140,"Photosensitive semiconductor devices, incl. photovoltaic cells whether or not assembled in ...",13721,3725,36461,15458,8747,34602,74978,124463,89294,108164,,111840,200783,174718,144423,126724,138486,115652,277200,113768,164547,,7258994,5791108,6506153,8599774,10947191,7754845,5607398,8398077,10509146,9556549
630492,"Articles for interior furnishing, of cotton (excluding knitted or crocheted, blankets and travelling ...",44782,49141,53516,69492,68068,75155,73487,76225,72581,107227,,659887,684533,595325,587346,631271,701771,733747,729104,679906,1272326,,211916,230953,201050,225962,210317,214504,218373,205842,178580,244242
720712,"Semi-finished products of iron or non-alloy steel containing, by weight, < 0,25% of carbon, ...""",20507,0,64861,7636,17887,38755,47703,6830,16789,105420,,16,8427,70942,12,12912,78,12434,75335,141413,162515,,3823875,2981355,4392512,2132494,1582433,2544968,3023718,2313470,1443667,4160394
950300,"Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; ...""",5154,6503,8692,15127,37325,51866,53763,60537,70201,104805,,22870,39867,39794,54476,77615,76580,101616,131496,128519,174210,,11546318,11742799,12788811,14236048,14596371,14969707,14744931,15288252,14352993,19680481
630130,"Blankets and travelling rugs of cotton (excluding electric, table covers, bedspreads and articles ...",61478,69783,71461,79652,83217,100622,91857,84891,67808,104619,,38127,58075,49606,59459,59219,65301,62367,66154,63303,83527,,145038,160951,163742,176146,171692,206394,199199,211693,164679,220658
901819,"Electro-diagnostic apparatus, incl. apparatus for functional exploratory examination or for ...",53710,52847,59638,55844,54102,76962,107359,113562,87564,104086,,42085,93182,80351,64316,45245,57033,102152,98929,96927,88722,,3263984,3408114,3675051,3784626,3624695,3669866,3774374,3839826,3907827,4453717
292249,"Amino-acids and their esters; salts thereof (excluding those with > one kind of oxygen function, ...""",90772,77302,83034,67548,77447,65423,88755,92798,81625,102576,,51281,59785,68831,94190,133742,138293,171585,216012,189817,220285,,1294088,1085209,1157720,1040606,1179241,1210968,1251740,671350,352455,515222
730791,Flanges of iron or steel (excluding cast or stainless products),158162,124222,111106,117327,54772,50180,114894,112743,57435,102207,,216688,201542,187667,167944,100557,112405,184533,146833,89344,156300,,391145,361101,340257,311435,200527,225252,425575,373193,187211,251758
293369,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing an unfused triazine ring, ...",5847,8474,20405,30484,17298,20910,45568,101440,85327,100276,,26343,45453,44109,46235,53460,49383,59619,62805,70409,101091,,302471,308827,255955,267179,256212,282895,351486,378092,310396,500610
420231,"Wallets, purses, key-pouches, cigarette-cases, tobacco-pouches and similar articles carried ...",78075,96643,97944,109773,93634,94017,95799,91681,63142,100102,,396979,493492,486457,482674,467932,460250,485669,480434,280193,350265,,462843,529752,535844,597041,568656,535216,513986,475971,321504,479140
401120,"New pneumatic tyres, of rubber, of a kind used for buses and lorries (excluding typres with ...",5380,9539,7740,3155,10109,20278,18138,51084,65805,99418,,663788,670874,575422,434240,410559,444817,470922,524625,435017,696781,,4318411,4170089,4568257,4410636,4164016,4311347,4747328,4792756,4467190,5807888
731815,"Threaded screws and bolts, of iron or steel, whether or not with their nuts and washers (excl. ...",54986,51180,43737,62320,51611,51972,65014,82057,63665,98516,,254431,319839,325582,309083,258114,256261,294110,305924,240433,379525,,2287888,2180154,2286228,2368471,2039700,2184929,2594834,2506039,2124923,2686647
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs, whether or not made up",32309,44071,53007,49911,51751,67824,83069,79528,62257,97418,,26244,31153,33612,37279,33280,37232,38166,32250,38642,44060,,57500,69918,78411,74426,75771,94986,114111,98918,79631,120537
840991,Parts suitable for use solely or principally with spark-ignition internal combustion piston ...,52601,64281,79195,67980,55989,64895,75183,70904,52169,96905,,223783,270570,283342,232852,218988,236400,289905,322001,283541,420226,,5785047,5936513,6399458,6762990,6716422,6496433,6452559,6292166,5123335,6768694
330190,"Extracted oleoresins; concentrates of essential oils in fats, fixed oils, waxes and the like, ...",57999,54745,53042,66980,65093,77360,67370,57914,71847,96612,,303586,262853,250634,287810,301651,389907,366845,347161,422048,592383,,93479,93877,100501,115734,121822,145826,144805,120999,119394,147154
293359,"Heterocyclic compounds with nitrogen hetero-atom[s] only, containing a pyrimidine ring, whether ...""",91118,65538,56702,50360,54046,41257,61744,48569,73810,95988,,119164,189471,179904,206107,280006,335337,344191,337850,431250,736705,,3648506,4438024,3905775,3511284,2480176,2886077,4849708,4594934,5067871,4336687
620462,"Women's or girls' trousers, bib and brace overalls, breeches and shorts of cotton (excluding ...",137975,148757,117523,120889,110781,87479,91707,111126,79338,95608,,294552,304207,257556,234768,184031,197930,199211,228166,161905,194279,,5466803,5746153,4882186,4891427,4793551,4756964,4934968,4641016,3616619,4398499
940190,"Parts of seats, n.e.s.",31232,26588,31981,39269,39687,46466,55736,64232,52475,95243,,23806,43142,45345,40256,44044,55797,63769,69910,61761,90495,,8535193,8930647,9886493,10591022,10700043,10027317,10346533,9981184,8022816,9332611
847989,"Machines and mechanical appliances, n.e.s.",18985,20208,32367,18934,24659,28288,37140,35361,66390,94029,,202966,234999,344141,305051,284646,367260,347547,376967,376694,560697,,3320662,3240773,3590171,3485083,3509142,4536854,4766746,4629761,4306969,5218856
853690,"Electrical apparatus for switching electrical circuits, or for making connections to or in ...",44112,37435,46253,55444,43722,50798,70405,81471,68083,93923,,165341,223035,201544,187682,202980,219232,264940,295998,266948,376945,,1672348,1716173,1679686,1670299,1669540,1751557,1969017,1977355,1823449,2399561
760511,"Wire of non-alloy aluminium, with a maximum cross-sectional dimension of > 7 mm (excluding ...",18729,314,235,54,0,0,5936,22922,50190,93468,,40865,26406,21061,25480,18902,37411,60994,107235,192193,311495,,496116,412274,412866,362225,457199,632702,560747,478121,532438,716180
380893,"Herbicides, anti-sprouting products and plant-growth regulators, put up in forms or packings ...",12772,20130,28565,81772,72871,115072,104053,49760,63223,91139,,221887,341168,333063,464364,582219,695400,891714,1134498,1247832,1627265,,327500,373663,398377,498851,504506,529123,606115,401275,430632,485632
300410,"Medicaments containing penicillins or derivatives thereof with a penicillanic acid structure, ...""",92080,105480,94779,111754,120887,195107,145699,158002,147010,90398,,314758,558494,608708,441005,417582,427241,497275,536641,579897,469733,,535088,513623,508916,506963,594500,663406,565608,566309,454817,419933
293090,"Organo-sulphur compounds (excl. thiocarbamates and dithiocarbamates, thiuram mono-, di- or ...",42356,41495,46320,71041,49018,40269,44675,67667,87472,90294,,47168,69479,59930,75673,44023,80641,101309,133003,190998,238570,,642354,760381,744518,723344,684131,760294,695799,717508,805316,876224
90422,"Fruits of the genus Capsicum or of the genus Pimenta, crushed or ground",35100,40709,43036,44370,52003,47686,48356,52568,60655,89700,,0,190108,210047,182134,158569,153711,144515,155173,200060,232961,,134085,140798,142130,152846,160409,150476,160982,185682,210439,262910
848299,"Parts of ball or roller bearings (excluding balls, needles and rollers), n.e.s.",47485,40763,54440,58759,46621,60455,71659,65308,42664,87786,,117107,105718,127342,119804,108733,164455,191949,178418,126248,212235,,573191,500112,541644,503080,442655,548505,597808,562520,394827,590009
732399,"Table, kitchen or other household articles, and parts thereof, of iron other than cast iron ...",24398,29931,32946,36270,34292,42796,45198,46242,58405,87117,,120581,81545,64091,49129,49018,51262,55941,57106,48560,60223,,756165,794583,805623,913344,943263,1018829,1108402,1004281,1162190,1463822
392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",36479,35184,38018,44320,39520,41748,53834,59479,62131,86177,,211178,184004,152607,185557,205087,249299,303136,333878,292076,328190,,1103356,1140034,1261485,1226894,1171890,1261907,1298746,1287252,1274969,1502327
871690,"Parts of trailers and semi-trailers and other vehicles not mechanically propelled, n.e.s.",7670,6272,5810,6170,5368,7125,18648,18909,23553,84136,,23136,29285,28885,36764,44146,65328,87509,100618,87429,156466,,737647,742169,782689,813437,779657,836917,1130289,1044248,941007,1568970
570299,"Carpets and other floor coverings, of vegetable textile materials or coarse animal hair, woven, ...""",57181,51327,53045,56218,60831,56867,54541,57808,65000,84134,,15375,20747,37707,40756,50007,54978,55639,54820,57808,94320,,68313,64976,68174,71250,74400,72176,72716,70280,77238,99651
701090,"Carboys, bottles, flasks, jars, pots, phials and other containers, of glass, of a kind used ...",28888,27118,23498,34302,27298,33065,34650,36430,46583,83909,,158802,177125,180841,201071,186093,193484,240935,233774,212179,291889,,1207006,1343178,1439104,1519122,1442980,1488168,1619626,1565888,1591487,1930035
730719,Cast tube or pipe fittings of iron or steel (excluding products of non-malleable cast iron),18321,19049,26493,27621,26503,31563,37854,40561,39572,83807,,10552,12000,17056,20282,29918,32706,45739,45177,36612,70010,,373902,374505,385453,393323,350377,382134,483081,393144,377686,546083
870880,"Suspension systems and parts thereof, incl. shock-absorbers, for tractors, motor vehicles for ...",57136,46386,48774,51157,52572,59740,70719,55499,53399,83298,,76491,103157,97484,85888,183059,112220,146055,150981,141673,206497,,3180128,3156929,3595053,3794506,3745533,3819624,4221227,4085011,3673727,4702032
621143,"Women's or girls' tracksuits and other garments, n.e.s. of man-made fibres (excluding knitted ...",76632,80044,114179,125875,124605,139280,136184,131842,82871,82814,,178305,324805,467610,547837,606967,652698,600752,586197,377435,375904,,843347,868893,1037796,1262666,1247664,1302244,1246056,1207717,1144530,955063
761699,"Articles of aluminium, n.e.s.",36040,27158,32369,33032,37126,39838,41567,43555,46955,82558,,251475,310199,347704,365248,319079,336027,349274,362561,301496,435562,,1517734,1585521,1533969,1521876,1508772,1613079,1774544,1692482,1681791,2250703
